ESPECIE	LONGITUD	LATITUD
coccolobifolia	-102.76666667	21.68555556
coccolobifolia	-100.42500000	22.66556111
coccolobifolia	-108.91833333	28.41805556
coccolobifolia	-108.81111111	28.30666667
coccolobifolia	-108.70000000	28.30000000
coccolobifolia	-108.64305556	28.55833333
coccolobifolia	-108.33333333	29.78722222
coccolobifolia	-108.14416667	29.19583333
coccolobifolia	-107.58333333	27.25000000
coccolobifolia	-105.07222222	20.39444444
coccolobifolia	-104.81666667	20.36666667
coccolobifolia	-104.78333333	20.51666667
coccolobifolia	-104.50000000	21.00000000
coccolobifolia	-104.33333333	20.11666667
coccolobifolia	-104.08333333	21.38333333
coccolobifolia	-104.05000000	22.06666667
coccolobifolia	-104.00000000	21.86666667
coccolobifolia	-103.88333333	20.28333333
coccolobifolia	-103.85000000	20.08333333
coccolobifolia	-103.83333333	20.33333333
coccolobifolia	-103.55000000	20.71666667
coccolobifolia	-103.10666667	21.86000000
coccolobifolia	-102.70833333	21.71000000
coccolobifolia	-102.58333333	21.63333333
coccolobifolia	-101.00000000	20.75000000
coccolobifolia	-100.14000000	21.39000000
coccolobifolia	-109.00833333	28.00833333
coccolobifolia	-108.95833333	28.02500000
coccolobifolia	-108.92555556	28.37111111
coccolobifolia	-108.83611111	28.33750000
coccolobifolia	-108.72888889	28.17500000
coccolobifolia	-108.71666667	27.30000000
coccolobifolia	-108.64416667	27.20444444
coccolobifolia	-108.52500000	28.15833333
coccolobifolia	-108.41111111	28.18888889
coccolobifolia	-108.40833333	28.19166667
coccolobifolia	-108.30277778	28.27222222
coccolobifolia	-108.27722222	28.18416667
coccolobifolia	-109.03333333	28.33333333
coccolobifolia	-108.27388889	29.68694444
coccolobifolia	-107.93333333	29.68500000
coccolobifolia	-107.55666667	25.80500000
coccolobifolia	-107.54166667	27.30000000
coccolobifolia	-106.57000000	25.21333333
coccolobifolia	-106.54000000	25.48666667
coccolobifolia	-106.42166667	25.24500000
coccolobifolia	-106.11833333	24.89500000
coccolobifolia	-105.72166667	25.34000000
coccolobifolia	-105.70833333	24.43000000
coccolobifolia	-105.52500000	25.51666667
coccolobifolia	-105.42027778	25.04500000
coccolobifolia	-104.65500000	24.02500000
coccolobifolia	-104.16500000	20.21666667
coccolobifolia	-104.08833333	21.39000000
coccolobifolia	-104.01666667	20.35666667
coccolobifolia	-103.92666667	22.37333333
coccolobifolia	-103.78000000	21.83166667
coccolobifolia	-103.56416667	20.72527778
coccolobifolia	-103.28916667	20.19500000
coccolobifolia	-102.88833333	21.18000000
coccolobifolia	-102.72000000	21.78333333
coccolobifolia	-102.65666667	21.76333333
coccolobifolia	-102.30833333	21.55500000
coccolobifolia	-101.25500000	21.01500000
coccolobifolia	-101.16833333	21.05666667
coccolobifolia	-108.74206944	29.25375833
coccolobifolia	-108.61285000	29.55266111
coccolobifolia	-108.37194444	28.42193889
coccolobifolia	-108.22111111	28.31250000
coccolobifolia	-100.60404167	21.90960000
coccolobifolia	-101.06000000	20.80166667
coccolobifolia	-100.44027778	21.50166667
coccolobifolia	-100.05555556	21.29861111
coccolobifolia	-100.36666667	21.35500000
coccolobifolia	-100.05000000	21.28333333
coccolobifolia	-107.29166667	28.12500000
coccolobifolia	-108.63917500	29.35665278
coccolobifolia	-104.97916667	23.90833333
conspersa	-100.07527778	19.06722222
conspersa	-100.04500000	19.06555556
conspersa	-100.07208333	19.06402222
conspersa	-100.05000000	19.05000000
conspersa	-100.17527778	19.04527778
conspersa	-100.04138889	19.04333333
conspersa	-100.05305556	19.00638889
conspersa	-100.16277778	18.95972222
conspersa	-100.15278056	18.90555556
conspersa	-100.34000000	18.87972222
conspersa	-100.46722222	18.86750000
conspersa	-100.35777778	18.84833333
conspersa	-100.42472222	18.82000000
conspersa	-99.21155278	20.98186111
conspersa	-99.20250000	20.88916667
conspersa	-98.63916667	20.53361111
conspersa	-98.15083333	20.19444444
conspersa	-104.35111111	19.84500000
conspersa	-104.00472222	20.05472222
conspersa	-104.27083333	19.98416667
conspersa	-103.04305556	19.82638889
conspersa	-103.29193889	19.75638889
conspersa	-104.36444444	19.73722222
conspersa	-104.37805556	19.68388889
conspersa	-102.92333333	19.68166667
conspersa	-104.24333333	19.54916667
conspersa	-103.17694444	19.44972222
conspersa	-103.25000000	19.44750000
conspersa	-103.16472222	19.41750000
conspersa	-103.11805556	19.37944444
conspersa	-103.11194444	19.35277778
conspersa	-103.25388889	19.31944444
conspersa	-103.23333333	19.26666667
conspersa	-101.79972222	20.12500000
conspersa	-100.95111111	19.61055556
conspersa	-100.75527778	19.59111111
conspersa	-100.95416667	19.59055556
conspersa	-100.92277778	19.58500000
conspersa	-101.17500000	19.50222222
conspersa	-101.82888889	19.49527778
conspersa	-101.90694444	19.48388889
conspersa	-100.36916667	19.46527778
conspersa	-102.22611111	19.43444444
conspersa	-102.07500000	19.42694444
conspersa	-101.98861111	19.38361111
conspersa	-102.41194444	19.37111111
conspersa	-102.08277778	19.37055556
conspersa	-100.41223056	19.35996111
conspersa	-102.07861111	19.35277778
conspersa	-100.42500000	19.33861111
conspersa	-102.36306111	19.33693889
conspersa	-101.79138889	19.27805556
conspersa	-101.73902778	19.19928333
conspersa	-101.76194444	19.19027778
conspersa	-101.83333333	19.16666667
conspersa	-101.73305556	19.16138889
conspersa	-101.74444444	19.13416667
conspersa	-101.78694444	19.04944444
conspersa	-101.85166667	18.87833333
conspersa	-103.16000000	18.77693889
conspersa	-102.35944444	18.53833333
conspersa	-103.36666667	18.53333333
conspersa	-98.43666667	20.61750000
conspersa	-98.40750000	20.59555556
conspersa	-98.47250000	20.58694444
conspersa	-98.47500000	20.55861111
conspersa	-98.47777778	20.53361111
conspersa	-96.81666667	19.76666667
conspersa	-96.92750000	19.54000000
conspersa	-96.92500000	19.53500000
conspersa	-96.91666667	19.53333333
conspersa	-96.55916667	19.40361111
conspersa	-97.28138889	19.39611111
conspersa	-97.06194444	19.36888889
conspersa	-96.95944444	19.20944444
conspersa	-96.96083333	19.16527778
conspersa	-96.99611111	19.13277778
conspersa	-97.04611111	19.07166667
conspersa	-97.06333333	18.85027778
conspersa	-94.85851667	18.34733889
conspersa	-94.88361111	18.28361111
conspersa	-94.88333333	18.28333333
conspersa	-94.89444444	18.27111111
conspersa	-94.88333333	18.26666667
conspersa	-94.91083333	18.26111111
conspersa	-94.88916667	18.25833333
conspersa	-94.85833333	18.25833333
conspersa	-94.85916667	18.25472222
conspersa	-94.87277778	18.23250000
conspersa	-101.92416667	19.15027778
conspersa	-94.88666667	18.27333333
conspersa	-97.35000000	17.93666667
conspersa	-96.78416667	17.78388889
conspersa	-97.95000000	17.70000000
conspersa	-96.58666667	17.58666667
conspersa	-96.72000000	17.07000000
conspersa	-92.79000000	16.77000000
conspersa	-96.19000000	16.69000000
conspersa	-96.10000000	16.67333333
conspersa	-93.77027778	16.67111111
conspersa	-92.52333333	16.58666667
conspersa	-96.07333333	16.55000000
conspersa	-95.92000000	16.50000000
conspersa	-95.90000000	16.50000000
conspersa	-93.90416667	16.35472222
conspersa	-96.60333333	16.32055556
conspersa	-93.60777778	16.25750000
conspersa	-93.33944444	16.25000000
conspersa	-96.06694444	16.03361111
conspersa	-96.06694444	16.00611111
conspersa	-90.22027778	15.93888889
conspersa	-91.75666667	15.73722222
conspersa	-92.20000000	15.33666667
conspersa	-89.27333333	15.25055556
conspersa	-91.80000000	14.97333333
conspersa	-90.63888889	14.77361111
conspersa	-90.40694444	14.72138889
conspersa	-90.78972222	14.71750000
conspersa	-90.83666667	14.67000000
conspersa	-90.44000000	14.65472222
conspersa	-90.42277778	14.65027778
conspersa	-90.51777778	14.63361111
conspersa	-89.91666667	14.58333333
conspersa	-95.83055556	16.54000000
conspersa	-97.85000000	17.30000000
conspersa	-94.90000000	18.25000000
conspersa	-95.98333333	16.73333333
conspersa	-95.43333333	16.36666667
conspersa	-96.88333333	16.81666667
conspersa	-96.08333333	16.65000000
conspersa	-96.95000000	16.61666667
conspersa	-96.55000000	17.58333333
conspersa	-96.51666667	17.55000000
conspersa	-96.13333333	16.45000000
conspersa	-96.23333333	16.40000000
conspersa	-96.16666667	16.33333333
conspersa	-96.76666667	17.23333333
conspersa	-96.71666667	16.23333333
conspersa	-96.25000000	17.08333333
conspersa	-96.71666667	17.06666667
conspersa	-96.81666667	18.05000000
conspersa	-97.91666667	16.91666667
conspersa	-97.51666667	17.48333333
conspersa	-97.10000000	17.38333333
conspersa	-97.00000000	17.28333333
conspersa	-97.66666667	17.26666667
conspersa	-98.03333333	16.91666667
conspersa	-98.74500000	17.68944444
conspersa	-98.38333333	17.46388889
conspersa	-98.61222222	17.40388889
conspersa	-98.33333333	17.36666667
conspersa	-98.15166667	20.19472222
conspersa	-98.81250000	17.05583333
conspersa	-99.70722222	17.55388889
conspersa	-99.39611111	17.55111111
conspersa	-99.61750000	17.31000000
conspersa	-100.95000000	19.63333333
conspersa	-100.55000000	17.45000000
conspersa	-100.40000000	19.33333333
conspersa	-100.01666667	17.20000000
conspersa	-100.07833333	19.06750000
conspersa	-101.78333333	19.26666667
conspersa	-101.71666667	19.16666667
conspersa	-101.24722222	18.02000000
conspersa	-102.03333333	19.43333333
conspersa	-102.06666667	19.33333333
conspersa	-104.26666667	19.98333333
conspersa	-104.26666667	19.95000000
conspersa	-103.00000000	18.51666667
conspersa	-104.38333333	19.68333333
conspersa	-103.16000000	18.77694444
conspersa	-97.92500000	16.92500000
conspersa	-96.25833333	17.09166667
conspersa	-99.88333333	19.01666667
conspersa	-104.36944444	19.77083333
conspersa	-104.26833333	19.98500000
conspersa	-103.30666667	19.47166667
conspersa	-103.28916667	20.19500000
conspersa	-102.05833333	19.41833333
conspersa	-101.95472222	19.68611111
conspersa	-101.94333333	19.46666667
conspersa	-101.63833333	19.40472222
conspersa	-101.32000000	17.92166667
conspersa	-101.24166667	17.98000000
conspersa	-101.17166667	18.29166667
conspersa	-100.56000000	17.48500000
conspersa	-100.11722222	17.21416667
conspersa	-100.03750000	17.18166667
conspersa	-99.64500000	18.64833333
conspersa	-99.40666667	18.45833333
conspersa	-98.93333333	17.71333333
conspersa	-98.73666667	17.77666667
conspersa	-98.64000000	20.53166667
conspersa	-97.82972222	17.30472222
conspersa	-96.96333333	19.15000000
conspersa	-96.55333333	17.53333333
conspersa	-96.49166667	15.92500000
conspersa	-96.30833333	16.67333333
conspersa	-96.21963889	17.23505556
conspersa	-96.20716667	17.24494444
conspersa	-96.09666667	16.66333333
conspersa	-100.48333333	18.83333333
conspersa	-101.26419722	17.80511667
conspersa	-100.27416944	17.56055556
conspersa	-99.63306944	17.62487778
conspersa	-99.56787222	17.11728333
conspersa	-99.47385833	17.34661389
conspersa	-99.46808056	17.29889722
conspersa	-99.46778056	17.31778056
conspersa	-97.52501944	17.44815278
conspersa	-97.35556111	17.46528056
conspersa	-97.01536667	16.46668333
conspersa	-96.10530833	17.42683889
conspersa	-95.98657778	16.55024167
conspersa	-95.95708056	16.55122778
conspersa	-94.12861111	16.50162222
conspersa	-94.03021944	16.41411111
conspersa	-93.09111111	16.79305556
conspersa	-92.94000000	16.90000000
conspersa	-92.91092500	17.18339722
conspersa	-92.90641944	16.85761389
conspersa	-92.81312222	16.78666944
conspersa	-92.50019722	16.56595000
conspersa	-92.47693889	16.87166944
conspersa	-92.47361111	16.53943889
conspersa	-92.33118056	15.31808333
conspersa	-92.23854167	15.43054167
conspersa	-92.22179167	15.38171944
conspersa	-92.12333333	16.81444444
conspersa	-92.10916944	15.50555556
conspersa	-91.67537778	16.08852222
conspersa	-100.06666667	19.06666667
conspersa	-96.58333333	17.58333333
conspersa	-96.06638889	16.00611111
conspersa	-96.06638889	16.03361111
conspersa	-93.90416667	16.34527778
conspersa	-93.76305556	16.66222222
conspersa	-93.59222222	16.24250000
conspersa	-92.20000000	15.33333333
conspersa	-90.42277778	14.64972222
conspersa	-94.87278056	18.23250000
conspersa	-94.14166667	16.72500000
conspersa	-97.35000000	17.93000000
conspersa	-104.36666667	19.76666667
conspersa	-99.96138889	17.05694444
conspersa	-99.50000000	17.55000000
conspersa	-98.45000000	20.52500000
conspersa	-97.08333333	18.85000000
conspersa	-97.05583333	16.73138889
conspersa	-96.82500000	19.53500000
conspersa	-96.55000000	17.53333333
conspersa	-94.87555556	18.23500000
conspersa	-91.61110000	15.57240000
conspersa	-91.45700000	15.50540000
conspersa	-91.52400000	15.43840000
conspersa	-91.69150000	15.63940000
conspersa	-91.67810000	14.94250000
conspersa	-91.58430000	14.87550000
conspersa	-91.12870000	15.33120000
conspersa	-90.99460000	15.28430000
conspersa	-90.82710000	14.75490000
conspersa	-90.89410000	14.74150000
conspersa	-90.63950000	15.11670000
conspersa	-90.36480000	15.13010000
conspersa	-90.46530000	15.06310000
conspersa	-90.68640000	14.70130000
conspersa	-90.74000000	14.66780000
conspersa	-90.32460000	14.41990000
conspersa	-90.36480000	14.33950000
conspersa	-90.16380000	14.90900000
conspersa	-90.06990000	14.96930000
conspersa	-90.02300000	14.64770000
conzattii	-104.83333333	23.41666667
conzattii	-96.40000000	17.26666667
conzattii	-96.30000000	17.21666667
conzattii	-96.72000000	17.07000000
conzattii	-97.00000000	16.45000000
conzattii	-97.85000000	17.30000000
conzattii	-98.00000000	17.35000000
conzattii	-104.18333333	22.62500000
conzattii	-104.19166667	22.62500000
conzattii	-96.63333333	15.95000000
conzattii	-96.80000000	16.85000000
conzattii	-96.30000000	16.71666667
conzattii	-96.08333333	16.65000000
conzattii	-96.51666667	17.55000000
conzattii	-96.30138889	16.31888889
conzattii	-96.51666667	17.30000000
conzattii	-96.78333333	17.26666667
conzattii	-96.85000000	17.18333333
conzattii	-96.60000000	17.18333333
conzattii	-96.60000000	17.16666667
conzattii	-96.70000000	17.15000000
conzattii	-96.61666667	17.13333333
conzattii	-96.25000000	17.08333333
conzattii	-96.70000000	18.03333333
conzattii	-97.73333333	17.35000000
conzattii	-97.71666667	17.31666667
conzattii	-97.66666667	17.31666667
conzattii	-97.70000000	17.28333333
conzattii	-97.13333333	16.23333333
conzattii	-97.05000000	16.11666667
conzattii	-103.35000000	21.98333333
conzattii	-103.85000000	21.88333333
conzattii	-104.70000000	23.93333333
conzattii	-104.50000000	23.66666667
conzattii	-104.45000000	23.45000000
conzattii	-104.85000000	23.40000000
conzattii	-104.41666667	23.33333333
conzattii	-104.33333333	23.90000000
conzattii	-96.25833333	17.09166667
conzattii	-103.92305556	23.62027778
conzattii	-96.30000000	16.13333333
conzattii	-104.66000000	23.95833333
conzattii	-104.65500000	24.02500000
conzattii	-104.36666667	23.45000000
conzattii	-103.98333333	23.73333333
conzattii	-103.59333333	21.98166667
conzattii	-97.88111111	17.34638889
conzattii	-97.82972222	17.30472222
conzattii	-96.87833333	17.17166667
conzattii	-97.45039167	17.85842778
conzattii	-97.10041944	17.31341944
conzattii	-97.09305556	17.31194444
conzattii	-96.73078333	17.09772778
conzattii	-95.95708056	16.55122778
conzattii	-104.75000000	23.75000000
conzattii	-104.69336111	23.93822222
conzattii	-104.68907500	23.94404444
conzattii	-104.68093611	23.94538611
conzattii	-97.90000000	17.31666667
conzattii	-96.97778056	16.51444444
conzattii	-96.55833333	17.25000000
conzattii	-104.06361111	23.59666667
conzattii	-96.86305556	17.18611111
conzattii	-97.47000000	17.80000000
conzattii	-104.01694444	22.20027778
conzattii	-103.76138889	21.84166667
conzattii	-103.85194444	21.83472222
conzattii	-103.86611111	21.83111111
conzattii	-103.86694444	21.72027778
conzattii	-103.78333333	21.68805556
conzattii	-104.82333333	22.47333333
conzattii	-103.92666667	22.37333333
cortesii	-85.30000000	10.79000000
cortesii	-84.83333333	10.78333333
cortesii	-84.07333333	10.05000000
cortesii	-84.47333333	9.82333333
cortesii	-96.95000000	19.48333333
cortesii	-93.15000000	17.13666667
cortesii	-92.87333333	17.10000000
cortesii	-92.84000000	17.02000000
cortesii	-88.98333333	16.96666667
cortesii	-89.03333333	16.48333333
cortesii	-89.20416667	16.42083333
cortesii	-89.10194444	16.40694444
cortesii	-92.97333333	15.77333333
cortesii	-88.05000000	14.88333333
cortesii	-87.86666667	14.55000000
cortesii	-87.65000000	14.47333333
cortesii	-87.09138889	14.04138889
cortesii	-86.95444444	13.85166667
cortesii	-86.51666667	13.40000000
cortesii	-86.26666667	13.26666667
cortesii	-86.31666667	13.25000000
cortesii	-86.25000000	13.25000000
cortesii	-86.21666667	13.25000000
cortesii	-85.68333333	13.25000000
cortesii	-86.25000000	13.23333333
cortesii	-86.26666667	13.21666667
cortesii	-86.23333333	13.16666667
cortesii	-86.10000000	13.11666667
cortesii	-86.41666667	13.10000000
cortesii	-85.98333333	13.05000000
cortesii	-85.93333333	13.05000000
cortesii	-85.91666667	13.05000000
cortesii	-85.93333333	13.03333333
cortesii	-85.91666667	13.03333333
cortesii	-85.91666667	13.02500000
cortesii	-85.91666667	13.00000000
cortesii	-85.75000000	12.61666667
cortesii	-85.49000000	10.92000000
cortesii	-84.80000000	10.30000000
cortesii	-84.78333333	10.26666667
cortesii	-82.73333333	8.81666667
cortesii	-82.33666667	8.40000000
cortesii	-96.98333333	16.16666667
cortesii	-93.15000000	17.11666667
cortesii	-97.28333333	19.88333333
cortesii	-84.06666667	10.05000000
cortesii	-85.30527778	10.79722222
cortesii	-84.46666667	9.81388889
cortesii	-97.04166667	19.50416667
cortesii	-92.86333333	17.06666667
cortesii	-97.11000000	18.92000000
cortesii	-97.05009444	19.10110556
cortesii	-89.19583333	16.41250000
cortesii	-86.94555556	13.84833333
cortesii	-85.75000000	12.60000000
cortesii	-85.49388889	10.92722222
cortesii	-86.83333333	12.36666667
cortesii	-92.89000000	17.03000000
cortesii	-97.35000000	19.85000000
cortesii	-93.15390000	17.16330000
cortesii	-92.86730000	17.12760000
cortesii	-93.58420000	16.26060000
cortesii	-92.73333333	15.66666667
cortesii	-92.74600000	15.74530000
cortesii	-92.80160000	15.71670000
cortesii	-97.32058333	19.87283333
cortesii	-97.30752778	19.88897222
cortesii	-96.98760000	19.52430000
cortesii	-96.94722222	19.55000000
cortesii	-96.92290000	19.52470000
cortesii	-97.06611111	18.82555556
cortesii	-92.38530000	17.16390000
cortesii	-94.20680000	16.59360000
cortesii	-93.12120000	15.99560000
cortesii	-84.70240000	10.28460000
cortesii	-84.66020000	10.27990000
cortesii	-84.40710000	10.20020000
cortesii	-84.34150000	10.18610000
cortesii	-87.47190000	14.44820000
cortesii	-94.18520000	16.71680000
cortesii	-94.12040000	16.50020000
cortesii	-94.03970000	16.42110000
cortesii	-93.92270000	16.50020000
cortesii	-93.72190000	16.68830000
cortesii	-93.53690000	16.34200000
costaricensis	-84.25000000	10.23333333
costaricensis	-84.22000000	10.19000000
costaricensis	-84.23638889	10.17000000
costaricensis	-83.83777778	10.02000000
costaricensis	-83.84000000	10.00000000
costaricensis	-83.84000000	9.98666667
costaricensis	-83.85000000	9.97000000
costaricensis	-83.84000000	9.97000000
costaricensis	-83.83666667	9.97000000
costaricensis	-83.89000000	9.88666667
costaricensis	-83.73666667	9.65000000
costaricensis	-84.00333333	9.63416667
costaricensis	-83.82333333	9.62333333
costaricensis	-83.77000000	9.59000000
costaricensis	-83.73333333	9.58333333
costaricensis	-83.64166667	9.58333333
costaricensis	-83.67333333	9.57333333
costaricensis	-83.75500000	9.57027778
costaricensis	-83.75000000	9.57000000
costaricensis	-83.75000000	9.56666667
costaricensis	-83.68333333	9.56666667
costaricensis	-83.69000000	9.55833333
costaricensis	-83.75000000	9.55000000
costaricensis	-83.72000000	9.55000000
costaricensis	-83.70000000	9.55000000
costaricensis	-83.69000000	9.55000000
costaricensis	-83.53666667	9.55000000
costaricensis	-83.72333333	9.52333333
costaricensis	-83.58666667	9.52333333
costaricensis	-83.46666667	9.50000000
costaricensis	-83.50000000	9.44000000
costaricensis	-83.48666667	9.43666667
costaricensis	-83.20000000	9.39000000
costaricensis	-83.08666667	9.39000000
costaricensis	-82.57333333	9.34000000
costaricensis	-83.04166667	9.26666667
costaricensis	-83.07500000	9.21666667
costaricensis	-83.06666667	9.21666667
costaricensis	-82.96666667	9.13333333
costaricensis	-82.95000000	9.13333333
costaricensis	-82.88472222	9.12111111
costaricensis	-82.97333333	9.12000000
costaricensis	-82.86777778	9.10111111
costaricensis	-82.85833333	9.09166667
costaricensis	-82.93333333	9.08333333
costaricensis	-82.81666667	9.02500000
costaricensis	-83.75833333	9.55555556
costaricensis	-83.69027778	9.55416667
costaricensis	-83.48333333	9.43333333
costaricensis	-83.58333333	9.51666667
costaricensis	-83.83000000	9.97000000
costaricensis	-83.81000000	9.61000000
costaricensis	-83.73333333	9.65000000
costaricensis	-83.69166667	9.55833333
costaricensis	-83.66527778	9.56805556
costaricensis	-83.53166667	9.55861111
costaricensis	-83.50583333	9.44583333
costaricensis	-83.08194444	9.39694444
costaricensis	-82.96111111	9.12777778
costaricensis	-82.91666667	9.08333333
costaricensis	-82.88472222	9.11222222
costaricensis	-82.86777778	9.09888889
costaricensis	-83.45560000	9.57995000
costaricensis	-83.38220000	9.55899000
costaricensis	-83.49750000	9.62188000
costaricensis	-83.40320000	9.61140000
crassifolia	-108.15250000	28.28361111
crassifolia	-108.05250000	28.28361111
crassifolia	-107.58888889	27.83805556
crassifolia	-105.67000000	26.93666667
crassifolia	-104.92416667	26.25277778
crassifolia	-106.55000000	26.22333333
crassifolia	-105.71833333	25.35527778
crassifolia	-104.67000000	24.03666667
crassifolia	-100.98666667	22.17333333
crassifolia	-103.62111111	20.83722222
crassifolia	-100.40000000	20.59000000
crassifolia	-98.50000000	20.45000000
crassifolia	-98.58777778	20.20166667
crassifolia	-98.69000000	20.13666667
crassifolia	-99.91666667	20.08333333
crassifolia	-98.52333333	19.80000000
crassifolia	-101.18694444	19.70166667
crassifolia	-97.03333333	19.61666667
crassifolia	-96.96888889	19.60777778
crassifolia	-97.25027778	19.57277778
crassifolia	-102.23333333	19.53333333
crassifolia	-98.10000000	19.21666667
crassifolia	-99.14000000	19.20000000
crassifolia	-98.22000000	19.05000000
crassifolia	-96.58666667	17.58666667
crassifolia	-96.50000000	17.50000000
crassifolia	-96.40000000	17.26666667
crassifolia	-96.75000000	17.17333333
crassifolia	-96.72000000	17.07000000
crassifolia	-92.55000000	16.82333333
crassifolia	-92.32000000	16.80000000
crassifolia	-92.52333333	16.78666667
crassifolia	-92.77000000	16.73666667
crassifolia	-92.70000000	16.65000000
crassifolia	-92.53666667	16.62000000
crassifolia	-91.82305556	16.49111111
crassifolia	-92.25444444	16.26861111
crassifolia	-93.64000000	16.12333333
crassifolia	-92.28666667	15.45000000
crassifolia	-91.05444444	15.43361111
crassifolia	-91.15083333	15.40500000
crassifolia	-92.30000000	15.40000000
crassifolia	-91.00666667	15.34166667
crassifolia	-89.53666667	14.98666667
crassifolia	-90.41750000	14.67444444
crassifolia	-90.83666667	14.67000000
crassifolia	-90.95277778	14.65194444
crassifolia	-90.65583333	14.62361111
crassifolia	-90.73694444	14.58388889
crassifolia	-96.88333333	16.98333333
crassifolia	-97.85000000	17.30000000
crassifolia	-97.71666667	17.35000000
crassifolia	-104.20000000	22.62500000
crassifolia	-92.56666667	16.80000000
crassifolia	-92.63833333	16.73666667
crassifolia	-95.98333333	16.73333333
crassifolia	-95.90000000	16.65000000
crassifolia	-96.90000000	16.93333333
crassifolia	-96.33333333	16.91666667
crassifolia	-96.61666667	16.85000000
crassifolia	-96.08333333	16.65000000
crassifolia	-96.31666667	16.58333333
crassifolia	-96.50000000	17.56666667
crassifolia	-96.55000000	17.55000000
crassifolia	-96.51666667	17.55000000
crassifolia	-96.50000000	17.43333333
crassifolia	-96.48333333	17.31666667
crassifolia	-96.30000000	17.30000000
crassifolia	-96.98333333	17.25000000
crassifolia	-96.53333333	17.25000000
crassifolia	-96.50000000	16.16666667
crassifolia	-96.70000000	17.15000000
crassifolia	-96.60000000	17.13333333
crassifolia	-96.71666667	17.06666667
crassifolia	-96.98333333	17.01666667
crassifolia	-97.65000000	17.96666667
crassifolia	-97.63333333	19.95000000
crassifolia	-97.58333333	19.86666667
crassifolia	-97.55000000	19.85000000
crassifolia	-97.88333333	19.83333333
crassifolia	-97.73333333	19.83333333
crassifolia	-97.13333333	18.83333333
crassifolia	-97.55000000	19.76666667
crassifolia	-97.55000000	19.70000000
crassifolia	-97.13333333	19.70000000
crassifolia	-97.26666667	18.66666667
crassifolia	-97.08333333	19.63333333
crassifolia	-97.06194444	19.61888889
crassifolia	-97.03333333	19.60000000
crassifolia	-97.05000000	19.58333333
crassifolia	-97.23333333	19.55000000
crassifolia	-97.16666667	19.50000000
crassifolia	-97.11666667	19.50000000
crassifolia	-97.00000000	19.50000000
crassifolia	-97.15000000	19.48333333
crassifolia	-97.71666667	17.31666667
crassifolia	-97.68333333	17.31666667
crassifolia	-97.70000000	17.28333333
crassifolia	-97.83333333	17.25000000
crassifolia	-97.70000000	17.16666667
crassifolia	-97.63333333	17.16666667
crassifolia	-97.91666667	19.15000000
crassifolia	-98.08333333	19.98333333
crassifolia	-98.75000000	19.91666667
crassifolia	-98.53333333	19.81666667
crassifolia	-98.78333333	19.80000000
crassifolia	-98.66555556	20.72888889
crassifolia	-98.74694444	17.69138889
crassifolia	-98.57500000	20.65055556
crassifolia	-98.65000000	20.63333333
crassifolia	-98.01666667	20.63333333
crassifolia	-98.61666667	20.61666667
crassifolia	-98.75000000	20.60000000
crassifolia	-98.73916667	17.60611111
crassifolia	-98.61666667	20.58333333
crassifolia	-98.58333333	20.58333333
crassifolia	-98.77944444	17.57250000
crassifolia	-98.70000000	19.55000000
crassifolia	-98.47777778	20.53361111
crassifolia	-98.78333333	19.46666667
crassifolia	-98.45000000	20.40000000
crassifolia	-98.11666667	20.40000000
crassifolia	-98.45500000	17.35111111
crassifolia	-98.35638889	20.34861111
crassifolia	-98.22555556	20.33750000
crassifolia	-98.06666667	19.31666667
crassifolia	-98.28333333	20.30000000
crassifolia	-98.33333333	20.28333333
crassifolia	-98.15000000	20.26666667
crassifolia	-98.20000000	20.23333333
crassifolia	-98.71666667	20.21666667
crassifolia	-98.55972222	20.21777778
crassifolia	-98.51666667	20.20000000
crassifolia	-98.64305556	20.18000000
crassifolia	-98.03333333	20.16666667
crassifolia	-98.26666667	20.15000000
crassifolia	-98.66666667	20.13333333
crassifolia	-98.67166667	20.13916667
crassifolia	-98.64805556	20.12388889
crassifolia	-98.10000000	20.11666667
crassifolia	-98.03333333	19.11666667
crassifolia	-98.56666667	20.08333333
crassifolia	-98.58500000	20.06361111
crassifolia	-98.56666667	20.05000000
crassifolia	-98.13333333	20.01666667
crassifolia	-99.84305556	19.95388889
crassifolia	-99.53277778	19.95194444
crassifolia	-99.49305556	19.93527778
crassifolia	-99.76861111	18.92361111
crassifolia	-99.50000000	19.91666667
crassifolia	-99.55000000	20.90000000
crassifolia	-99.91472222	18.87944444
crassifolia	-99.20000000	20.86666667
crassifolia	-99.95000000	18.85000000
crassifolia	-99.58333333	20.85000000
crassifolia	-99.67527778	18.84416667
crassifolia	-99.25000000	20.83333333
crassifolia	-99.21666667	20.83333333
crassifolia	-99.25000000	20.81666667
crassifolia	-99.55000000	20.78333333
crassifolia	-99.54166667	19.72722222
crassifolia	-99.66666667	19.70000000
crassifolia	-99.41805556	19.62222222
crassifolia	-99.83666667	17.59555556
crassifolia	-99.59972222	18.59666667
crassifolia	-99.68750000	17.55694444
crassifolia	-99.41666667	19.55000000
crassifolia	-99.38333333	19.53333333
crassifolia	-99.31138889	19.33472222
crassifolia	-99.14166667	19.20055556
crassifolia	-99.96666667	21.16666667
crassifolia	-99.32027778	21.18194444
crassifolia	-99.75000000	19.13333333
crassifolia	-99.61666667	21.13333333
crassifolia	-99.63333333	21.11666667
crassifolia	-99.50000000	19.10000000
crassifolia	-99.95666667	19.09611111
