FUENTE Seccion Especie LATITUD LONGITUD Elevacion Temperatura  Precipitacion
ANTERIOR Quercus obtusata 17.22420000000 -96.41450000000 2206 149 1092
ANTERIOR Quercus obtusata 17.22390000000 -96.41430000000 2206 149 1092
ANTERIOR Quercus obtusata 17.22310000000 -97.03440000000 2201 166 759
ANTERIOR Quercus obtusata 17.22910000000 -96.39490000000 2436 138 1298
ANTERIOR Quercus obtusata 17.34640000000 -97.88110000000 2005 171 1115
ANTERIOR Quercus obtusata 17.34600000000 -97.88100000000 2001 171 1115
ANTERIOR Quercus obtusata 17.30000000000 -97.78330000000 2004 169 1098
ANTERIOR Quercus obtusata 17.30000000000 -97.78300000000 2012 169 1098
ANTERIOR Quercus obtusata 17.33330000000 -97.88330000000 2208 169 1127
ANDRES Quercus obtusata 17.70360000000 -96.72190000000 1342 205 1389
ANDRES Quercus oleoides 17.49810000000 -96.01740000000 459 239 3072
ANDRES Quercus oleoides 17.97940000000 -96.75040000000 806 215 2746
ANDRES Quercus oleoides 17.98190000000 -96.72780000000 647 221 2834
ANDRES Quercus oleoides 17.42340000000 -96.32750000000   866 189 1748
ANDRES Quercus oleoides 17.53420000000 -96.30060000000 746 218 2584
ANDRES Quercus oleoides 17.52750000000 -96.28140000000 464 238 2993
ANDRES Quercus oleoides 17.52310000000 -96.27940000000 452 238 2946
ANDRES Quercus oleoides 16.80650000000 -95.02690000000 201 250 1202
ANDRES Quercus oleoides 17.04220000000 -95.03280000000 201 247 2159
ANDRES Quercus oleoides 16.81190000000 -95.03530000000 201 251 1227
ANDRES Quercus oleoides 16.87360000000 -95.00890000000 201 250 1516
ANDRES Quercus oleoides 17.01080000000 -95.00610000000 201 253 2287
ANDRES Quercus oleoides 16.87940000000 -95.00190000000 201 249 1557
ANDRES Quercus oleoides 16.75090000000 -94.84760000000 395 244 1132
ANDRES Quercus oleoides 16.94690000000 -95.20890000000 601 232 1416
ANDRES Quercus oleoides 16.93920000000 -95.14390000000 421 238 1360
ANDRES Quercus oleoides 16.95860000000 -95.11080000000 401 242 1502
ANDRES Quercus oleoides 17.05940000000 -95.01000000000 201 250 2465
ANDRES Quercus oleoides 17.09050000000 -95.00630000000 201 251 2565
ANDRES Quercus oleoides 16.85000000000 -95.13170000000 570 230 1329
ANDRES Quercus oleoides 16.74490000000 -94.97120000000 201 250 1099
ANDRES Quercus oleoides 16.83530000000 -95.19010000000 673 226 1385
ANDRES Quercus oleoides 16.78250000000 -95.02940000000 201 251 1111
ANDRES Quercus oleoides 18.06280000000 -96.84890000000 1216 209 2519
ANDRES Quercus oleoides 17.89000000000 -96.21860000000 395 228 3801
ANDRES Quercus oleoides 18.11840000000 -96.04950000000  201 254 2032
ANDRES Quercus oleoides 17.74920000000 -96.30510000000 201 235 3695
ANDRES Quercus oleoides 18.27090000000 -96.38130000000 201 258 2374
ANDRES Quercus oleoides 18.22130000000 -96.37880000000 201 242 3107
ANTERIOR Quercus oleoides 18.04670000000 -96.14680000000 201 251 2661
ANTERIOR Quercus oleoides 17.85000000000 -95.81670000000 0 0 0
ANTERIOR Quercus oleoides 17.83030000000 -95.81140000000 0 0 0
ANTERIOR Quercus oleoides 17.98330000000 -95.83330000000 201 257 1860
ANTERIOR Quercus oleoides 16.98320000000 -95.01230000000 201 253 2127
ANTERIOR Quercus oleoides 17.65140000000 -95.55280000000 0 0 0
ANTERIOR Quercus oleoides 17.69220000000 -95.72030000000 0 0 0
ANTERIOR Quercus oleoides 16.80770000000 -95.03140000000 201 251 1227
ANTERIOR Quercus oleoides 16.81000000000 -95.03000000000 201 251 1227
ANTERIOR Quercus oleoides 16.80590000000 -95.02780000000 201 250 1202
ANTERIOR Quercus oleoides 16.88330000000 -95.03330000000 201 248 1517
ANTERIOR Quercus oleoides 16.82380000000 -95.13590000000 401 249 1022
ANTERIOR Quercus oleoides 16.93330000000 -94.68330000000 201 246 2436
ANTERIOR Quercus oleoides 16.93000000000 -94.68000000000 201 249 2359
ANTERIOR Quercus oleoides 16.74550000000 -94.97590000000 201 250 1099
ANTERIOR Quercus oleoides 16.75100000000 -94.84760000000 395 244 1132
ANDRES Quercus peduncularis 16.28110000000 -96.31220000000 2118 158 1287
ANDRES Quercus peduncularis 16.72500000000 -94.14170000000 1001 218 1147
ANDRES Quercus peduncularis 16.50370000000 -94.20080000000 984 220 1232
ANDRES Quercus peduncularis 16.51080000000 -94.21310000000 763 226 1270
ANDRES Quercus peduncularis 16.74560000000 -94.14390000000 1001 219 1152
ANDRES Quercus peduncularis 16.48880000000 -94.19950000000 920 230 1315
ANDRES Quercus peduncularis 16.20490000000 -97.51530000000 727 232 1634
ANDRES Quercus peduncularis 17.16230000000 -97.90770000000 1714 195 1683
ANDRES Quercus peduncularis 16.28890000000 -96.30780000000 1961 163 1161
ANDRES Quercus peduncularis 16.30170000000 -96.30080000000 1818 169 966
ANDRES Quercus peduncularis 16.04330000000 -96.50750000000 1941 180 1218
ANDRES Quercus peduncularis 15.96730000000 -96.10950000000 1408 206 1685
ANDRES Quercus peduncularis 17.07830000000 -97.93810000000 1001 228 1414
ANDRES Quercus peduncularis 17.12860000000 -97.87170000000 1645 194 1631
ANDRES Quercus peduncularis 16.87280000000 -97.69360000000 1613 202 1731
ANDRES Quercus peduncularis 16.84610000000 -97.68480000000 1536 194 1574
ANDRES Quercus peduncularis 16.70840000000 -97.61810000000 1966 178 1305
ANDRES Quercus peduncularis 16.70240000000 -97.44250000000 1228 210 1751
ANDRES Quercus peduncularis 16.71110000000 -97.41550000000 1325 215 1688
ANDRES Quercus peduncularis 16.70380000000 -97.36550000000 1240 215 1689
ANDRES Quercus peduncularis 16.67100000000 -97.30750000000 1786 187 1223
ANDRES Quercus peduncularis 16.69230000000 -97.28840000000 1660 196 1325
ANDRES Quercus peduncularis 17.00470000000 -97.77190000000 1667 191 1542
ANDRES Quercus peduncularis 16.25280000000 -96.01220000000 2010 166 1098
ANTERIOR Quercus peduncularis 16.42000000000 -94.04000000000 0 0 0
ANTERIOR Quercus peduncularis 16.50000000000 -94.12000000000 0 0 0
ANTERIOR Quercus peduncularis 16.43000000000 -94.02000000000 0 0 0
ANTERIOR Quercus peduncularis 16.50160000000 -94.12860000000 0 0 0
ANTERIOR Quercus peduncularis 16.73000000000 -94.14000000000 1001 218 1147
ANTERIOR Quercus peduncularis 16.47000000000 -94.04000000000 0 0 0
ANTERIOR Quercus peduncularis 16.38000000000 -93.97000000000 0 0 0
ANTERIOR Quercus peduncularis 16.73300000000 -94.16700000000 1203 207 1243
ANTERIOR Quercus peduncularis 16.73330000000 -94.16670000000 1238 207 1243
ANTERIOR Quercus peduncularis 16.68560000000 -94.07090000000 0 0 0
ANTERIOR Quercus peduncularis 16.68000000000 -94.07000000000 0 0 0
ANTERIOR Quercus peduncularis 16.20000000000 -95.93330000000 1403 186 1057
ANTERIOR Quercus peduncularis 16.20000000000 -95.93300000000 1406 186 1057
ANTERIOR Quercus peduncularis 16.99000000000 -97.77000000000 1560 188 1478
ANDRES Quercus peduncularis 16.25640000000 -96.99920000000 2106 172 1258
ANDRES Quercus peduncularis 16.28170000000 -97.14530000000 1578 198 1279
ANDRES Quercus peduncularis 16.22470000000 -96.88140000000 2041 168 1287
ANDRES Quercus peduncularis 16.23830000000 -96.86220000000 1615 194 909
ANDRES Quercus peduncularis 16.27500000000 -96.28610000000 2127 162 1174
ANDRES Quercus peduncularis 16.21250000000 -96.59640000000 2005 165 1414
ANDRES Quercus peduncularis 16.07860000000 -96.48690000000 2391 154 1643
ANDRES Quercus peduncularis 16.22170000000 -96.53050000000 2332 155 1614
ANDRES Quercus peduncularis 16.63580000000 -97.79140000000 1593 203 2006
ANTERIOR Quercus peduncularis 16.92500000000 -97.92500000000 616 250 1474
ANTERIOR Quercus peduncularis 16.91670000000 -98.03330000000 718 248 1584
ANTERIOR Quercus peduncularis 16.91670000000 -97.91670000000 667 236 1462
ANTERIOR Quercus peduncularis 16.18330000000 -95.96670000000 1545 187 1068
ANTERIOR Quercus peduncularis 16.28410000000 -97.14980000000 1574 197 1275
ANTERIOR Quercus peduncularis 16.31670000000 -96.30000000000 1833 173 838
ANTERIOR Quercus peduncularis 16.23330000000 -96.00000000000 1981 168 1103
ANTERIOR Quercus peduncularis 16.23330000000 -96.88330000000 1939 176 1181
ANDRES Quercus polymorpha 17.56820000000 -96.98000000000 2118 164 663
ANDRES Quercus polymorpha 18.00150000000 -96.67710000000 1192 179 2627
ANDRES Quercus polymorpha 17.51390000000 -96.58000000000 1582 171 1038
ANDRES Quercus polymorpha 17.53330000000 -96.65880000000 1754 161 1043
ANDRES Quercus polymorpha 17.57140000000 -96.56530000000 1623 159 1256
ANDRES Quercus polymorpha 16.61530000000 -94.19640000000  0 0 0
ANDRES Quercus polymorpha 17.07970000000 -95.90580000000 1554 180 2422
ANDRES Quercus polymorpha 17.64390000000 -97.14720000000 2151 154 649
ANDRES Quercus polymorpha 16.79690000000 -95.58670000000 1104 186 1528
ANDRES Quercus polymorpha 18.17360000000 -96.89530000000 1698 161 1817
ANDRES Quercus polymorpha 18.16470000000 -96.85790000000 1247 204 2961
ANDRES Quercus polymorpha 18.14370000000 -96.83350000000 1601 176 2585
ANDRES Quercus polymorpha 17.90330000000 -97.14310000000 1601 180 773
ANDRES Quercus polymorpha 17.89250000000 -97.08280000000 1201 209 714
ANDRES Quercus polymorpha 17.12500000000 -96.21250000000 1720 163 1287
ANDRES Quercus polymorpha 17.02140000000 -96.21540000000 2007 150 1229
ANTERIOR Quercus polymorpha 17.65000000000 -96.91670000000 816 239 504
ANTERIOR Quercus polymorpha 17.08300000000 -96.25000000000 1479 195 922
ANTERIOR Quercus polymorpha 17.08330000000 -96.25000000000 1516 195 922
ANTERIOR Quercus polymorpha 17.60500000000 -96.94810000000 1398 193 648
ANTERIOR Quercus polymorpha 17.09170000000 -96.25830000000 1807 165 1099
ANTERIOR Quercus polymorpha 17.09200000000 -96.25800000000 1807 165 1099
ANDRES Quercus polymorpha 17.17830000000 -96.01340000000 2506 124 1840
ANDRES Quercus polymorpha 16.71940000000 -95.56520000000 1383 186 1410
ANTERIOR Quercus polymorpha 17.51470000000 -96.56200000000 1609 165 1054
ANDRES Quercus rekonis 16.94280000000 -96.27350000000 1961 158 981
ANDRES Quercus rugosa 17.23310000000 -96.57390000000 2201 146 1011
ANDRES Quercus rugosa 17.15370000000 -96.67850000000 2815 131 1183
ANDRES Quercus rugosa 17.03770000000 -96.93310000000 2433 151 831
ANDRES Quercus rugosa 17.03750000000 -96.96360000000 2598 154 802
ANDRES Quercus rugosa 17.30310000000 -96.42970000000 2155 156 1020
ANDRES Quercus rugosa 17.48130000000 -96.51500000000 2806 117 2204
ANDRES Quercus rugosa 17.58690000000 -96.58110000000 2180 158 1322
ANDRES Quercus rugosa 17.58110000000 -96.53100000000 2599 142 1487
ANDRES Quercus rugosa 17.18750000000 -96.62990000000 2802 123 1363
ANDRES Quercus rugosa 17.16190000000 -96.57920000000 2584 138 1106
ANDRES Quercus rugosa 17.18080000000 -96.46390000000 2835 118 1444
ANDRES Quercus rugosa 17.26310000000 -96.46000000000 2273 139 1260
ANDRES Quercus rugosa 17.19660000000 -96.37880000000 2995 118 1528
ANDRES Quercus rugosa 17.21970000000 -96.61030000000 2653 138 1126
ANDRES Quercus rugosa 17.31830000000 -96.58630000000 2201 152 952
ANDRES Quercus rugosa 17.54920000000 -96.51750000000 2796 123 2014
ANDRES Quercus rugosa 17.44560000000 -96.48670000000 2775 118 2118
ANDRES Quercus rugosa 17.32690000000 -97.90830000000 2643 145 1292
ANDRES Quercus rugosa 17.31860000000 -97.90500000000 2574 144 1306
ANDRES Quercus rugosa 16.15610000000 -96.49060000000 2401 144 1264
ANDRES Quercus rugosa 16.14530000000 -96.49060000000 2401 144 1275
ANDRES Quercus rugosa 16.30830000000 -96.30080000000 1815 181 666
ANDRES Quercus rugosa 16.30030000000 -96.30080000000 1809 169 966
ANDRES Quercus rugosa 16.15910000000 -96.24480000000 2798 130 1299
ANDRES Quercus rugosa 16.13940000000 -96.29470000000 2623 158 1449
ANDRES Quercus rugosa 16.98540000000 -96.04460000000 2557 131 1539
ANDRES Quercus rugosa 17.34190000000 -97.39960000000 2464 151 795
ANDRES Quercus rugosa 17.49030000000 -97.38730000000 2482 145 864
ANDRES Quercus rugosa 17.57110000000 -97.37360000000 2598 146 859
ANDRES Quercus rugosa 17.54860000000 -97.35580000000 2209 159 705
ANDRES Quercus rugosa 16.84580000000 -97.64510000000 2563 147 1345
ANDRES Quercus rugosa 16.75560000000 -97.62940000000 2293 162 1330
ANDRES Quercus rugosa 17.08610000000 -96.49920000000 2394 148 977
ANDRES Quercus rugosa 17.09580000000 -96.46690000000 2729 133 1185
ANDRES Quercus rugosa 17.01440000000 -96.35220000000 2584 135 1202
ANDRES Quercus rugosa 17.07940000000 -97.68920000000 2565 150 1222
ANDRES Quercus rugosa 16.89070000000 -97.53570000000 2376 158 1161
ANDRES Quercus rugosa 17.31110000000 -97.88330000000 2225 163 1160
ANDRES Quercus rugosa 16.94760000000 -96.89930000000 2801 137 1035
ANTERIOR Quercus rugosa 17.26500000000 -96.56000000000 2025 154 880
ANTERIOR Quercus rugosa 17.22770000000 -96.56010000000 2035 160 805
ANTERIOR Quercus rugosa 16.73140000000 -97.05580000000 2385 157 1083
ANTERIOR Quercus rugosa 17.16000000000 -96.58000000000 2583 138 1106
ANTERIOR Quercus rugosa 17.19000000000 -96.60000000000 2547 136 1141
ANTERIOR Quercus rugosa 17.16670000000 -96.58330000000 2591 134 1172
ANTERIOR Quercus rugosa 17.15000000000 -96.68330000000 2788 131 1183
ANTERIOR Quercus rugosa 17.15000000000 -96.68300000000 2797 131 1183
ANTERIOR Quercus rugosa 17.15000000000 -96.68000000000 2800 131 1183
ANDRES Quercus rugosa 17.29390000000 -96.44220000000 2075 147 1157
ANDRES Quercus rugosa 17.19780000000 -96.59920000000 2544 138 1126
ANDRES Quercus rugosa 17.27040000000 -96.42310000000 2398 145 1177
ANDRES Quercus rugosa 17.23280000000 -97.91860000000 2591 156 1340
ANDRES Quercus rugosa 17.34360000000 -97.75230000000 2277 161 1002
ANDRES Quercus rugosa 16.16860000000 -96.31690000000 2519 136 1263
ANDRES Quercus rugosa 16.10110000000 -96.46830000000 2473 148 1401
ANDRES Quercus rugosa 17.17810000000 -97.82640000000 2463 150 1351
ANDRES Quercus rugosa 17.20920000000 -97.79190000000 2001 174 1198
ANDRES Quercus rugosa 16.77980000000 -97.29330000000 2403 155 1168
ANDRES Quercus rugosa 17.56810000000 -97.46720000000 2401 147 857
ANDRES Quercus rugosa 17.33310000000 -97.71860000000 2001 170 1020
ANDRES Quercus rugosa 17.31470000000 -97.68920000000 2401 155 992
ANDRES Quercus rugosa 16.82030000000 -97.06750000000 2394 166 1012
ANDRES Quercus rugosa 17.03250000000 -96.06780000000  2399 125 1571
ANDRES Quercus sebifera 17.78830000000 -97.48540000000 2201 152 648
ANDRES Quercus sebifera 18.06780000000 -97.32440000000 2603 128 1014
ANDRES Quercus sebifera 18.03810000000 -97.30060000000 2459 132 942
ANDRES Quercus sebifera 17.76470000000 -97.27030000000 2201 152 617
ANDRES Quercus sebifera 17.90560000000 -96.93080000000 1584 198 1219
ANDRES Quercus sebifera 17.88220000000 -97.22690000000 2181 157 633
ANDRES Quercus sebifera 17.66320000000 -97.62380000000 2201 158 760
ANDRES Quercus sebifera 17.67060000000 -97.59890000000 2195 151 793
ANTERIOR Quercus sebifera 17.87500000000 -97.36000000000 2201 154 554
ANTERIOR Quercus sebifera 18.03000000000 -97.35000000000 2035 150 594
ANTERIOR Quercus sebifera 18.03330000000 -97.35000000000 2156 153 599
ANTERIOR Quercus sebifera 17.93000000000 -97.35000000000 2201 150 592
ANDRES Quercus segoviensis 17.31280000000 -96.44420000000 2177 147 1166
ANDRES Quercus segoviensis 17.29390000000 -96.44220000000 2075 147 1157
ANDRES Quercus segoviensis 17.30300000000 -96.44070000000 2112 155 1022
ANDRES Quercus segoviensis 17.23110000000 -96.57320000000 2201 154 884
ANDRES Quercus segoviensis 17.24530000000 -96.55560000000 2201 151 942
ANDRES Quercus segoviensis 17.32390000000 -96.46440000000 2150 161 929
ANDRES Quercus segoviensis 17.51470000000 -96.56690000000 1622 165 1054
ANDRES Quercus segoviensis 17.51890000000 -96.55290000000 1850 156 1264
ANDRES Quercus segoviensis 17.21530000000 -96.32780000000 1820 167 1108
ANDRES Quercus segoviensis 17.23370000000 -96.22600000000 1716 170 1510
ANTERIOR Quercus segoviensis 17.53330000000 -96.55330000000 2180 154 1370
ANTERIOR Quercus segoviensis 17.21670000000 -96.30000000000 2043 149 1281
ANTERIOR Quercus segoviensis 17.21700000000 -96.30000000000 2043 149 1281
ANTERIOR Quercus segoviensis 17.22000000000 -96.30000000000 2088 149 1281
ANDRES Quercus segoviensis 17.61530000000 -96.54310000000 2578 134 1666
ANTERIOR Quercus segoviensis 17.28000000000 -96.55000000000 1996 158 818
ANTERIOR Quercus segoviensis 17.28330000000 -96.55000000000 1986 160 832
ANTERIOR Quercus segoviensis 17.21030000000 -96.58570000000 2379 146 1000
ANDRES Quercus segoviensis 17.51780000000 -96.54420000000 2156 143 1387
ANDRES Quercus segoviensis 17.24500000000 -96.55380000000 2201 151 942
ANDRES Quercus splendens 16.22220000000 -95.89970000000 1154 209 1132
ANDRES Quercus splendens 16.30780000000 -95.84310000000 1440 198 1049
ANDRES Quercus splendens 16.29650000000 -97.26820000000 1815 171 1340
ANDRES Quercus splendens 16.18000000000 -96.98580000000 1470 203 1054
ANDRES Quercus splendens 16.22310000000 -96.94330000000 1875 182 1145
ANDRES Quercus splendens 16.23830000000 -96.86220000000 1615 194 909
ANDRES Quercus splendens 17.17280000000 -97.86250000000 2201 170 1316
ANDRES Quercus splendens 16.87320000000 -97.69360000000 1657 202 1731
ANDRES Quercus splendens 16.70840000000 -97.61810000000 1966 178 1305
ANDRES Quercus splendens 16.67760000000 -97.59570000000 1977 195 1630
ANDRES Quercus splendens 18.18540000000 -97.04580000000 0 0 0
ANDRES Quercus splendens 17.53650000000 -97.43550000000 2401 156 751
ANDRES Quercus splendens 16.20490000000 -97.51530000000 727 232 1634
ANDRES Quercus splendens 16.28170000000 -97.14530000000 1578 198 1279
ANDRES Quercus splendens 16.95280000000 -97.93530000000 986 231 1506
ANDRES Quercus splendens 16.65780000000 -97.77860000000 1579 190 1762
ANDRES Quercus splendens 16.80860000000 -97.97360000000 601 238 1647
ANDRES Quercus splendens 16.54000000000 -95.83060000000 1442 201 1014
ANDRES Quercus splendens 16.55310000000 -96.06920000000 996 228 713
ANDRES Quercus splendens 16.67890000000 -95.51100000000 995 226 1162
ANDRES Quercus splendens 16.69940000000 -95.50500000000 1926 166 1639
ANDRES Quercus splendens 17.17390000000 -97.88360000000 2001 180 1377
ANDRES Lobatae acatenangensis 17.12250000000 -96.52780000000 2758 121 1299
ANDRES Lobatae acatenangensis 17.26110000000 -96.59940000000 2201 156 847
ANDRES Lobatae acatenangensis 17.19660000000 -96.37880000000 2995 118 1528
ANDRES Lobatae acatenangensis 17.40140000000 -96.71790000000 2794 119 1810
ANDRES Lobatae acatenangensis 17.15370000000 -96.67850000000 2815 131 1183
ANDRES Lobatae acatenangensis 16.97120000000 -96.04970000000 2376 149 1487
ANDRES Lobatae acherdophylla 18.14030000000 -96.95830000000 2104 158 1472
ANDRES Lobatae acherdophylla 18.06330000000 -96.87280000000 1799 190 2145
ANDRES Lobatae acutifolia 17.65970000000 -97.04030000000 2004 159 645
ANDRES Lobatae acutifolia 17.63140000000 -97.95920000000 1876 170 888
ANDRES Lobatae acutifolia 17.31720000000 -96.44990000000 2008 153 1054
ANDRES Lobatae acutifolia 17.33940000000 -96.50330000000 2005 152 1004
ANDRES Lobatae acutifolia 17.22880000000 -96.39280000000 2498 131 1409
ANDRES Lobatae acutifolia 17.33360000000 -96.59660000000 2340 152 956
ANDRES Lobatae acutifolia 16.45580000000 -97.00940000000 2001 164 1176
ANDRES Lobatae acutifolia 17.24510000000 -97.80670000000 2268 155 1209
ANDRES Lobatae acutifolia 17.33420000000 -97.79690000000 2132 169 1069
ANDRES Lobatae acutifolia 17.27470000000 -98.08980000000 2248 164 1348
ANDRES Lobatae acutifolia 17.34920000000 -97.99560000000 2019 187 1060
ANDRES Lobatae acutifolia 17.34310000000 -97.93740000000 2739 139 1334
ANDRES Lobatae acutifolia 17.58410000000 -97.19530000000 2401 153 704
ANDRES Lobatae acutifolia 17.34190000000 -97.39960000000 2464 151 795
ANDRES Lobatae acutifolia 17.17420000000 -97.88060000000 2001 180 1377
ANDRES Lobatae acutifolia 17.46160000000 -98.04490000000 2201 168 1076
ANDRES Lobatae acutifolia 17.64670000000 -98.42890000000 1401 209 942
ANDRES Lobatae acutifolia 17.42580000000 -98.10000000000 1998 178 1088
ANDRES Lobatae acutifolia 16.45880000000 -96.99470000000 1843 179 1074
ANDRES Lobatae acutifolia 18.18030000000 -97.03280000000 1929 169 1412
ANDRES Lobatae acutifolia 17.46990000000 -97.46560000000 2457 146 875
ANDRES Lobatae acutifolia 17.24250000000 -97.64640000000 2201 164 941
ANDRES Lobatae acutifolia 16.69940000000 -97.12070000000 2248 165 1107
ANTERIOR Lobatae acutifolia 17.30470000000 -97.82970000000 1801 184 882
ANTERIOR Lobatae acutifolia 17.39000000000 -97.69000000000 2137 167 934
ANTERIOR Lobatae acutifolia 17.26830000000 -97.68000000000 2201 168 1055
ANTERIOR Lobatae acutifolia 17.35000000000 -97.73330000000 2030 168 1003
ANTERIOR Lobatae acutifolia 17.26810000000 -97.68720000000 2201 167 1040
ANTERIOR Lobatae acutifolia 17.26670000000 -97.66670000000 2201 165 961
ANTERIOR Lobatae acutifolia 17.53330000000 -96.55000000000 2245 148 1378
ANTERIOR Lobatae acutifolia 17.26670000000 -96.40000000000 2322 144 1226
ANTERIOR Lobatae acutifolia 17.58270000000 -97.43760000000 2420 154 755
ANDRES Lobatae acutifolia 17.94890000000 -96.83810000000 1734 159 1328
ANDRES Lobatae acutifolia 17.72670000000 -96.86780000000 1898 163 879
ANDRES Lobatae acutifolia 17.70420000000 -96.72720000000 1201 205 1389
ANDRES Lobatae acutifolia 17.73110000000 -96.70390000000 1944 169 1215
ANDRES Lobatae acutifolia 17.40690000000 -96.51190000000 2757 127 1655
ANDRES Lobatae acutifolia 17.58440000000 -96.58270000000 2088 158 1322
ANDRES Lobatae acutifolia 17.55280000000 -96.56330000000 2169 146 1368
ANDRES Lobatae acutifolia 17.51470000000 -96.55380000000 1796 171 1081
ANDRES Lobatae acutifolia 17.58690000000 -96.58110000000 2180 158 1322
ANDRES Lobatae acutifolia 17.28330000000 -97.86490000000 1940 179 1097
ANDRES Lobatae acutifolia 16.95280000000 -97.93530000000 986 231 1506
ANDRES Lobatae acutifolia 17.54440000000 -98.15780000000 1987 190 957
ANDRES Lobatae acutifolia 17.28610000000 -97.69580000000 2201 166 1006
ANTERIOR Lobatae acutifolia 18.05000000000 -96.81670000000 667 233 2151
ANTERIOR Lobatae acutifolia 17.30000000000 -97.85000000000 1801 183 919
ANTERIOR Lobatae acutifolia 17.58670000000 -96.58670000000 2180 161 1228
ANTERIOR Lobatae acutifolia 17.58330000000 -96.55000000000 1918 159 1361
ANTERIOR Lobatae acutifolia 17.58330000000 -96.58330000000 2121 158 1322
ANTERIOR Lobatae acutifolia 17.53330000000 -96.55330000000 2180 154 1370
ANTERIOR Lobatae acutifolia 17.46530000000 -97.35560000000 2201 161 687
ANTERIOR Lobatae acutifolia 17.78390000000 -96.78420000000 2156 147 1171
ANDRES Lobatae acutifolia 17.34920000000 -97.99610000000 2019 187 1060
ANDRES Lobatae acutifolia 17.36610000000 -97.61470000000 2304 156 886
ANDRES Lobatae acutifolia 17.39720000000 -97.73610000000 2201 165 954
ANDRES Lobatae acutifolia 17.18940000000 -97.81830000000 2465 144 1334
ANDRES Lobatae acutifolia 17.58790000000 -96.55580000000 1814 167 1256
ANTERIOR Lobatae acutifolia 17.59000000000 -96.55870000000 1831 167 1256
ANDRES Lobatae affinis 17.55830000000 -96.55080000000 2201 142 1436
ANTERIOR Lobatae affinis 17.53330000000 -96.55000000000 2245 148 1378
ANTERIOR Lobatae affinis 17.26670000000 -96.40000000000 2322 144 1226
ANDRES Lobatae affinis 17.75500000000 -96.71470000000 2236 151 1263
ANTERIOR Lobatae affinis 18.15000000000 -96.98330000000 2393 129 1478
ANDRES Lobatae affinis 17.19720000000 -96.39200000000 2649 123 1477
ANTERIOR Lobatae affinis 17.19840000000 -96.39230000000 2649 123 1477
ANDRES Lobatae affinis 17.54920000000 -96.51750000000 2796 123 2014
ANTERIOR Lobatae affinis 17.55000000000 -96.51670000000 2784 123 2047
ANDRES Lobatae affinis 17.55910000000 -96.51710000000 2801 121 2140
ANDRES Lobatae benthamii 16.24430000000 -97.08030000000 1929 183 1216
ANDRES Lobatae benthamii 16.50900000000 -94.20110000000 986 219 1226
ANDRES Lobatae benthamii 16.72220000000 -94.19920000000 0 0 0
ANDRES Lobatae benthamii 15.89660000000 -96.36790000000 587 241 1599
ANDRES Lobatae benthamii 15.96560000000 -96.58310000000 1603 206 1457
ANDRES Lobatae benthamii 16.69220000000 -94.25920000000 1446 190 1442
ANDRES Lobatae benthamii 16.20080000000 -97.13100000000 1601 200 1277
ANDRES Lobatae benthamii 16.15330000000 -95.92420000000 1734 190 1146
ANDRES Lobatae benthamii 16.14570000000 -95.95420000000 2066 156 1342
ANDRES Lobatae candicans 17.07970000000 -95.90580000000 1554 180 2422
ANDRES Lobatae candicans 16.65780000000 -97.77860000000 1579 190 1762
ANTERIOR Lobatae candicans 16.02480000000 -96.51880000000 1601 192 1172
ANDRES Lobatae candicans 17.32500000000 -96.15420000000 1590 165 1995
ANDRES Lobatae candicans 17.33580000000 -96.22530000000 1593 179 1778
ANTERIOR Lobatae candicans 16.32060000000 -96.60330000000 1601 196 601
ANDRES Lobatae candicans 17.96740000000 -96.68380000000 1602 186 2524
ANDRES Lobatae candicans 17.01360000000 -95.96830000000 1608 171 2075
ANDRES Lobatae candicans 17.06920000000 -96.25310000000 1610 159 1103
ANDRES Lobatae candicans 17.00470000000 -97.77190000000 1667 191 1542
ANDRES Lobatae candicans 17.89500000000 -96.88760000000 1710 167 1103
ANDRES Lobatae candicans 17.23370000000 -96.22600000000 1716 170 1510
ANDRES Lobatae candicans 17.97650000000 -96.81100000000 1606 186 1986
ANDRES Lobatae candicans 17.06960000000 -96.60750000000 1753 179 687
ANDRES Lobatae candicans 17.46890000000 -97.00530000000 1757 184 660
ANDRES Lobatae candicans 16.21190000000 -97.29270000000 1787 193 1437
ANDRES Lobatae candicans 17.97530000000 -96.67410000000 1772 159 1986
ANDRES Lobatae candicans 17.29670000000 -96.03690000000 1681 159 2350
ANDRES Lobatae candicans 18.16580000000 -96.88560000000 1778 189 2659
ANDRES Lobatae candicans 16.24000000000 -96.01970000000 1782 183 959
ANTERIOR Lobatae candicans 16.31890000000 -96.30140000000 1794 173 838
ANTERIOR Lobatae candicans 17.20000000000 -96.78330000000 1801 190 683
ANTERIOR Lobatae candicans 17.30470000000 -97.82970000000 1801 184 882
ANDRES Lobatae candicans 17.27310000000 -96.94780000000 1801 178 806
ANDRES Lobatae candicans 16.47720000000 -96.99250000000 1801 183 1033
ANTERIOR Lobatae candicans 17.09170000000 -96.25830000000 1807 165 1099
ANTERIOR Lobatae candicans 17.11670000000 -96.08330000000 1817 156 1682
ANDRES Lobatae candicans 17.91000000000 -96.88060000000 1806 172 1264
ANDRES Lobatae candicans 16.22310000000 -96.94330000000 1875 182 1145
ANDRES Lobatae candicans 16.21030000000 -97.13580000000 1891 188 1259
