FUENTE Seccion Especie LATITUD LONGITUD Elevacion Temperatura  Precipitacion
ANDRES Quercus laeta 17.39690000000 -97.78220000000 2237 159 1009
ANDRES Quercus laeta 17.56870000000 -97.35640000000 2416 149 800
ANDRES Quercus laeta 16.67700000000 -97.79460000000 1749 195 1874
ANDRES Quercus laeta 17.87530000000 -97.20330000000 2198 154 644
ANDRES Quercus laeta 17.85170000000 -97.18060000000 2001 168 714
ANDRES Quercus laeta 17.85030000000 -97.16440000000 2173 152 678
ANDRES Quercus laeta 17.50110000000 -97.46590000000 2201 158 750
ANDRES Quercus laeta 17.31470000000 -97.71820000000 2001 167 1034
ANTERIOR Quercus laeta 17.47170000000 -97.36330000000 2201 160 700
ANTERIOR Quercus laeta 17.42670000000 -97.77000000000 2401 159 981
ANTERIOR Quercus laeta 17.58270000000 -97.43760000000 2420 154 755
ANTERIOR Quercus laeta 17.55130000000 -97.37760000000 2398 154 752
ANTERIOR Quercus laeta 17.43330000000 -97.76670000000 2401 157 978
ANDRES Quercus laeta 17.15420000000 -97.84610000000 2305 167 1286
ANDRES Quercus laeta 17.17000000000 -97.82890000000 2449 151 1370
ANTERIOR Quercus laeta 17.15000000000 -97.83330000000 2216 169 1280
ANTERIOR Quercus laeta 17.80500000000 -97.46830000000 2201 151 640
ANDRES Quercus lancifolia 16.94860000000 -95.82310000000 1515 173 2107
ANDRES Quercus lancifolia 16.79080000000 -94.61080000000 603 230 1456
ANDRES Quercus lancifolia 16.74250000000 -95.49810000000 1596 164 1726
ANTERIOR Quercus lancifolia 16.55910000000 -94.18750000000 0 0 0
ANTERIOR Quercus lancifolia 17.45000000000 -96.16670000000 1398 175 2410
ANDRES Quercus lancifolia 16.77030000000 -94.09110000000 918 222 1096
ANDRES Quercus lancifolia 16.16100000000 -97.20610000000 1376 208 1449
ANDRES Quercus lancifolia 16.18180000000 -97.20150000000 1028 214 1446
ANDRES Quercus lancifolia 16.67700000000 -97.79460000000 1749 195 1874
ANDRES Quercus lancifolia 18.15660000000 -96.85490000000 1325 201 2927
ANDRES Quercus lancifolia 17.41750000000 -96.32500000000 1161 189 1748
ANDRES Quercus lancifolia 17.24470000000 -95.98480000000 1004 203 2570
ANDRES Quercus lancifolia 17.96030000000 -96.74170000000 1167 210 2725
ANDRES Quercus lancifolia 18.06280000000 -96.84890000000 1216 209 2519
ANDRES Quercus lancifolia 16.85560000000 -95.91190000000 1018 211 1385
ANDRES Quercus lancifolia 17.41720000000 -96.32230000000 1163 189 1748
ANDRES Quercus leiophylla 16.69720000000 -97.43450000000 1381 219 1604
ANDRES Quercus leiophylla 17.36580000000 -96.35830000000 1982 171 1288
ANDRES Quercus leiophylla 16.79080000000 -94.61080000000 603 230 1456
ANDRES Quercus leiophylla 16.74250000000 -95.49810000000 1596 164 1726
ANDRES Quercus leiophylla 17.31670000000 -96.29610000000 2099 140 1511
ANTERIOR Quercus leiophylla 17.36670000000 -96.33330000000 1201 206 1614
ANTERIOR Quercus leiophylla 16.55910000000 -94.18750000000 0 0 0
ANTERIOR Quercus leiophylla 17.45000000000 -96.16670000000 1398 175 2410
ANDRES Quercus liebmannii 16.28110000000 -96.31220000000 2118 158 1287
ANDRES Quercus liebmannii 16.26940000000 -96.30830000000 2220 147 1328
ANDRES Quercus liebmannii 16.88250000000 -97.65670000000 2401 162 1246
ANDRES Quercus liebmannii 16.88420000000 -97.65040000000 2378 162 1227
ANDRES Quercus liebmannii 16.71680000000 -97.01940000000 2201 163 1037
ANDRES Quercus liebmannii 16.83530000000 -96.36860000000 1946 164 763
ANDRES Quercus liebmannii 16.92580000000 -97.60630000000 2401 156 1187
ANDRES Quercus liebmannii 16.68690000000 -97.12360000000 2008 177 1068
ANDRES Quercus liebmannii 16.80360000000 -97.11310000000 1946 169 1042
ANDRES Quercus liebmannii 16.77810000000 -97.06180000000 2065 179 994
ANDRES Quercus liebmannii 16.80330000000 -97.00630000000 2211 157 1003
ANDRES Quercus liebmannii 16.84390000000 -96.83310000000 1990 174 833
ANTERIOR Quercus liebmannii 16.73140000000 -97.05580000000 2385 157 1083
ANDRES Quercus liebmannii 16.30190000000 -96.30080000000 1818 169 966
ANDRES Quercus liebmannii 16.69220000000 -96.61690000000 1961 173 757
ANDRES Quercus liebmannii 16.45180000000 -97.00530000000 2072 164 1176
ANDRES Quercus liebmannii 16.42860000000 -96.28390000000 1601 187 515
ANDRES Quercus liebmannii 16.78080000000 -97.10280000000 2424 151 1084
ANTERIOR Quercus liebmannii 16.64830000000 -96.62670000000 2031 157 977
ANDRES Quercus liebmannii 16.30220000000 -96.30110000000 1815 169 966
ANDRES Quercus liebmannii 16.78830000000 -97.10860000000 2357 153 1088
ANTERIOR Quercus liebmannii 16.67700000000 -96.51140000000 1428 199 528
ANDRES Quercus liebmannii 16.38790000000 -96.81190000000 1872 185 904
ANDRES Quercus liebmannii 17.64100000000 -97.97430000000 1603 207 788
ANDRES Quercus liebmannii 17.32580000000 -98.05110000000 1984 176 1245
ANDRES Quercus liebmannii 16.23190000000 -96.61530000000 1801 178 1023
ANDRES Quercus liebmannii 16.88440000000 -97.64970000000 2378 162 1227
ANDRES Quercus liebmannii 17.74380000000 -98.35030000000 1716 202 916
ANDRES Quercus liebmannii 16.59250000000 -96.89360000000 1751 202 815
ANDRES Quercus liebmannii 16.83020000000 -96.35500000000 2001 165 754
ANDRES Quercus liebmannii 17.50170000000 -97.46780000000 2201 158 750
ANDRES Quercus liebmannii 16.63960000000 -96.41390000000 1970 160 909
ANDRES Quercus liebmannii 17.38360000000 -97.64890000000 2206 161 878
ANDRES Quercus liebmannii 16.81940000000 -96.90380000000 1767 190 850
ANTERIOR Quercus liebmannii 16.64000000000 -96.93000000000 1646 191 898
ANTERIOR Quercus liebmannii 17.71870000000 -97.90670000000 1801 191 795
ANTERIOR Quercus liebmannii 16.47190000000 -97.03860000000 1809 198 1065
ANTERIOR Quercus liebmannii 16.57470000000 -96.93060000000 1803 190 915
ANTERIOR Quercus liebmannii 16.23330000000 -96.88330000000 1939 176 1181
ANTERIOR Quercus liebmannii 16.30170000000 -96.30030000000 1818 169 966
ANTERIOR Quercus liebmannii 17.72610000000 -97.93810000000 1959 179 803
ANTERIOR Quercus liebmannii 17.43330000000 -97.93330000000 1993 181 943
ANTERIOR Quercus liebmannii 16.28630000000 -96.32620000000 2001 163 1169
ANTERIOR Quercus liebmannii 16.88060000000 -97.63780000000 2171 169 1224
ANTERIOR Quercus liebmannii 16.90340000000 -97.58200000000 2267 162 1156
ANTERIOR Quercus liebmannii 17.31190000000 -97.67570000000 2260 163 942
ANTERIOR Quercus liebmannii 17.30200000000 -98.08990000000 2248 162 1329
ANTERIOR Quercus liebmannii 16.72050000000 -97.01350000000 2317 163 1037
ANTERIOR Quercus liebmannii 16.91970000000 -97.57990000000 2460 162 1136
ANTERIOR Quercus liebmannii 16.90290000000 -97.57980000000 2288 162 1156
ANTERIOR Quercus liebmannii 17.36910000000 -97.61220000000 2297 156 886
ANTERIOR Quercus liebmannii 16.90510000000 -97.57980000000 2305 162 1156
ANTERIOR Quercus macdougallii 17.53330000000 -96.55000000000 2245 148 1378
ANTERIOR Quercus macdougallii 17.48330000000 -96.53330000000 2473 133 1563
ANTERIOR Quercus macdougallii 17.48000000000 -96.53000000000 2594 132 1582
ANDRES Quercus macdougallii 17.51170000000 -96.54500000000 2221 158 1164
ANDRES Quercus macdougallii 17.57760000000 -96.50030000000 2820 112 2730
ANDRES Quercus macdougallii 17.44560000000 -96.48670000000 2775 118 2118
ANDRES Quercus macdougallii 17.61690000000 -96.52500000000 2696 117 2468
ANDRES Quercus macdougallii 17.58890000000 -96.51530000000 2763 119 2297
ANDRES Quercus macdougallii 17.54060000000 -96.51280000000 2601 124 1978
ANTERIOR Quercus macdougallii 17.55500000000 -96.53700000000 2585 126 1882
ANTERIOR Quercus macdougallii 17.55470000000 -96.53690000000 2585 126 1882
ANTERIOR Quercus macdougallii 17.59000000000 -96.52000000000 2760 129 1833
ANTERIOR Quercus macdougallii 17.44120000000 -96.50450000000 2828 116 2181
ANTERIOR Quercus macdougallii 17.56470000000 -96.49860000000 2963 118 2363
ANDRES Quercus magnoliifolia 17.37820000000 -96.92610000000 2201 163 723
ANDRES Quercus magnoliifolia 17.11970000000 -96.70560000000 1916 180 733
ANDRES Quercus magnoliifolia 17.96320000000 -96.81690000000 1873 171 1655
ANDRES Quercus magnoliifolia 16.57440000000 -97.18940000000 1572 200 1344
ANDRES Quercus magnoliifolia 17.97940000000 -96.75040000000 806 215 2746
ANDRES Quercus magnoliifolia 17.90000000000 -96.94130000000 1332 206 1196
ANDRES Quercus magnoliifolia 17.90560000000 -96.93080000000 1584 198 1219
ANDRES Quercus magnoliifolia 17.91110000000 -96.92550000000 1519 168 1094
ANDRES Quercus magnoliifolia 17.40330000000 -96.94210000000 2184 163 709
ANDRES Quercus magnoliifolia 17.34680000000 -96.93870000000 2001 176 768
ANDRES Quercus magnoliifolia 17.33440000000 -96.86110000000 2199 157 780
ANDRES Quercus magnoliifolia 17.69720000000 -97.92530000000 1679 191 801
ANDRES Quercus magnoliifolia 16.47070000000 -97.03380000000 1812 198 1051
ANDRES Quercus magnoliifolia 17.33890000000 -97.58670000000 2201 161 830
ANDRES Quercus magnoliifolia 17.30000000000 -97.78330000000 2004 169 1098
ANDRES Quercus magnoliifolia 15.99210000000 -96.09850000000 766 239 1449
ANDRES Quercus magnoliifolia 16.00000000000 -96.06440000000 420 252 1208
ANDRES Quercus magnoliifolia 15.96610000000 -96.24750000000 460 254 1261
ANDRES Quercus magnoliifolia 16.45880000000 -96.99470000000 1843 179 1074
ANDRES Quercus magnoliifolia 16.53580000000 -96.96140000000 1799 198 935
ANDRES Quercus magnoliifolia 16.22420000000 -95.38390000000 587 252 818
ANDRES Quercus magnoliifolia 17.64850000000 -97.54610000000 2201 157 735
ANTERIOR Quercus magnoliifolia 17.92420000000 -96.94610000000 1291 208 1210
ANTERIOR Quercus magnoliifolia 17.34640000000 -97.88110000000 2005 171 1115
ANTERIOR Quercus magnoliifolia 16.60000000000 -96.95000000000 2001 173 1010
ANTERIOR Quercus magnoliifolia 17.32000000000 -97.11000000000 2001 169 748
ANTERIOR Quercus magnoliifolia 17.33300000000 -97.88300000000 2201 169 1127
ANDRES Quercus magnoliifolia 17.19860000000 -96.89400000000 1801 191 738
ANDRES Quercus magnoliifolia 17.31680000000 -96.86680000000 2001 165 754
ANDRES Quercus magnoliifolia 15.99080000000 -96.09860000000 733 238 1465
ANDRES Quercus magnoliifolia 16.07420000000 -96.00720000000 927 236 1284
ANTERIOR Quercus magnoliifolia 16.18030000000 -96.99590000000 1401 208 1113
ANTERIOR Quercus magnoliifolia 17.06670000000 -96.71670000000 1601 203 664
ANTERIOR Quercus magnoliifolia 17.18880000000 -96.88890000000 1801 191 735
ANTERIOR Quercus magnoliifolia 16.26670000000 -96.58330000000 1771 186 747
ANTERIOR Quercus magnoliifolia 17.52000000000 -96.92000000000 2001 165 720
ANTERIOR Quercus magnoliifolia 17.33330000000 -97.86670000000 2041 173 1103
ANDRES Quercus magnoliifolia 17.10610000000 -96.68690000000 1789 195 656
ANDRES Quercus magnoliifolia 17.94890000000 -96.83810000000 1734 159 1328
ANDRES Quercus magnoliifolia 17.96330000000 -96.83390000000 1752 154 1380
ANDRES Quercus magnoliifolia 17.90780000000 -96.92190000000 1567 168 1094
ANDRES Quercus magnoliifolia 17.54650000000 -96.94650000000 1867 167 703
ANDRES Quercus magnoliifolia 17.20810000000 -96.88710000000 1801 185 779
ANDRES Quercus magnoliifolia 17.33330000000 -96.77360000000 2371 154 847
ANDRES Quercus magnoliifolia 17.04060000000 -97.10580000000 2045 172 922
ANDRES Quercus magnoliifolia 17.11330000000 -96.92440000000 2016 174 821
ANDRES Quercus magnoliifolia 17.25360000000 -97.91110000000 2423 155 1326
ANDRES Quercus magnoliifolia 17.27940000000 -96.99420000000 2001 169 776
ANDRES Quercus magnoliifolia 17.55500000000 -96.94860000000 1851 170 706
ANDRES Quercus magnoliifolia 17.72890000000 -97.91740000000 1948 185 794
ANDRES Quercus magnoliifolia 17.77140000000 -97.65970000000 1852 177 754
ANDRES Quercus magnoliifolia 18.02060000000 -97.55140000000 2452 140 728
ANDRES Quercus magnoliifolia 16.20490000000 -97.51530000000 727 232 1634
ANDRES Quercus magnoliifolia 17.27390000000 -97.88060000000 2089 174 1222
ANDRES Quercus magnoliifolia 17.31250000000 -97.79040000000 2196 165 1076
ANDRES Quercus magnoliifolia 17.34460000000 -97.77920000000 2237 158 1054
ANDRES Quercus magnoliifolia 17.31060000000 -97.08890000000 2001 167 721
ANDRES Quercus magnoliifolia 15.88000000000 -96.39610000000 800 223 2226
ANDRES Quercus magnoliifolia 15.96280000000 -96.07190000000 401 251 1310
ANDRES Quercus magnoliifolia 15.84530000000 -96.45940000000 401 258 1076
ANDRES Quercus magnoliifolia 17.17810000000 -97.82640000000 2463 150 1351
ANDRES Quercus magnoliifolia 17.54940000000 -98.14750000000 1801 195 936
ANDRES Quercus magnoliifolia 17.76220000000 -98.35130000000 1799 203 919
ANDRES Quercus magnoliifolia 16.68830000000 -97.32500000000 1669 178 1172
ANDRES Quercus magnoliifolia 16.74790000000 -97.30470000000 2201 169 1151
ANDRES Quercus magnoliifolia 16.74400000000 -97.27690000000 2401 158 1178
ANDRES Quercus magnoliifolia 16.57500000000 -96.93500000000 1804 190 915
ANDRES Quercus magnoliifolia 16.54920000000 -95.68830000000 1073 202 1105
ANDRES Quercus magnoliifolia 17.56810000000 -97.46720000000 2401 147 857
ANDRES Quercus magnoliifolia 17.62310000000 -97.52780000000 2296 156 756
ANDRES Quercus magnoliifolia 16.89530000000 -96.26310000000 1790 170 771
ANDRES Quercus magnoliifolia 15.94440000000 -96.28920000000 1201 211 2071
ANDRES Quercus magnoliifolia 16.94170000000 -96.20220000000 1572 174 988
ANDRES Quercus magnoliifolia 16.72360000000 -96.23310000000 1587 174 705
ANDRES Quercus magnoliifolia 16.57690000000 -96.16500000000 1603 187 662
ANDRES Quercus magnoliifolia 16.83530000000 -96.36860000000 1946 164 763
ANDRES Quercus magnoliifolia 16.83000000000 -96.36220000000 2001 159 858
ANDRES Quercus magnoliifolia 16.83640000000 -96.35830000000 2001 163 790
ANDRES Quercus magnoliifolia 17.13060000000 -96.21860000000 1801 163 1287
ANDRES Quercus magnoliifolia 17.24080000000 -96.21650000000 1484 179 1528
ANDRES Quercus magnoliifolia 16.54560000000 -95.96390000000 1186 201 902
ANDRES Quercus magnoliifolia 16.54670000000 -95.93670000000 1201 202 923
ANDRES Quercus magnoliifolia 16.52780000000 -96.11030000000 1288 205 757
ANDRES Quercus magnoliifolia 16.55310000000 -96.06920000000 996 228 713
ANDRES Quercus magnoliifolia 16.66390000000 -95.79140000000 1620 175 1285
ANDRES Quercus magnoliifolia 16.52310000000 -95.92000000000 1001 215 883
ANDRES Quercus magnoliifolia 16.28000000000 -95.91640000000 1601 189 1002
ANDRES Quercus magnoliifolia 16.94940000000 -96.84720000000 1903 179 806
ANDRES Quercus magnoliifolia 16.70310000000 -97.20560000000 2758 143 1193
ANDRES Quercus magnoliifolia 16.68690000000 -97.12360000000 2008 177 1068
ANDRES Quercus magnoliifolia 16.81940000000 -96.90380000000 1767 190 850
ANTERIOR Quercus magnoliifolia 15.81670000000 -96.45000000000 401 255 1158
ANTERIOR Quercus magnoliifolia 16.20000000000 -97.51670000000 787 232 1634
ANTERIOR Quercus magnoliifolia 16.22500000000 -97.49170000000 796 229 1631
ANTERIOR Quercus magnoliifolia 16.31670000000 -95.58330000000 822 224 997
ANTERIOR Quercus magnoliifolia 16.08330000000 -97.06670000000 803 226 1378
ANTERIOR Quercus magnoliifolia 16.65000000000 -95.90000000000 809 221 890
ANTERIOR Quercus magnoliifolia 16.73330000000 -95.98330000000 1001 211 989
ANTERIOR Quercus magnoliifolia 18.06670000000 -98.15000000000 0 0 0
ANTERIOR Quercus magnoliifolia 16.54450000000 -95.97910000000 1193 208 869
ANTERIOR Quercus magnoliifolia 16.45000000000 -96.13330000000 1208 210 773
ANTERIOR Quercus magnoliifolia 16.56670000000 -95.68330000000 1381 195 1156
ANTERIOR Quercus magnoliifolia 16.58330000000 -96.31670000000 1211 205 559
ANTERIOR Quercus magnoliifolia 17.92640000000 -98.29920000000 0 0 0
ANTERIOR Quercus magnoliifolia 16.38830000000 -96.84500000000 1403 208 742
ANTERIOR Quercus magnoliifolia 16.28000000000 -95.57280000000 1368 202 1172
ANTERIOR Quercus magnoliifolia 16.53750000000 -96.21500000000 1397 197 615
ANTERIOR Quercus magnoliifolia 16.93330000000 -96.75000000000 1601 208 678
ANTERIOR Quercus magnoliifolia 16.65000000000 -96.37330000000 1481 193 514
ANTERIOR Quercus magnoliifolia 17.80500000000 -97.77500000000 1601 205 692
ANTERIOR Quercus magnoliifolia 16.81670000000 -96.88330000000 1603 204 789
ANTERIOR Quercus magnoliifolia 17.96670000000 -98.00000000000 1601 206 762
ANTERIOR Quercus magnoliifolia 17.06670000000 -96.20000000000 1629 170 1232
ANTERIOR Quercus magnoliifolia 16.96670000000 -96.19000000000 1680 170 1056
ANTERIOR Quercus magnoliifolia 17.10170000000 -96.66670000000 1791 189 666
ANTERIOR Quercus magnoliifolia 16.63330000000 -96.40000000000 1685 183 534
ANTERIOR Quercus magnoliifolia 17.28330000000 -96.90000000000 1801 189 723
ANTERIOR Quercus magnoliifolia 17.09770000000 -96.73080000000 1610 191 688
ANTERIOR Quercus magnoliifolia 17.75000000000 -98.46670000000 1791 205 923
ANTERIOR Quercus magnoliifolia 16.71330000000 -96.22830000000 1586 174 695
ANTERIOR Quercus magnoliifolia 17.97280000000 -97.87190000000 0 0 0
ANTERIOR Quercus magnoliifolia 17.30470000000 -97.82970000000 1801 184 882
ANTERIOR Quercus magnoliifolia 17.56690000000 -96.94340000000 1750 179 694
ANTERIOR Quercus magnoliifolia 17.96670000000 -97.85000000000 0 0 0
ANTERIOR Quercus magnoliifolia 16.85000000000 -96.38330000000 1801 171 634
ANTERIOR Quercus magnoliifolia 16.57440000000 -96.93550000000 1817 190 915
ANTERIOR Quercus magnoliifolia 16.81670000000 -96.33330000000 1801 169 683
ANTERIOR Quercus magnoliifolia 17.90000000000 -97.85000000000 1801 186 734
ANTERIOR Quercus magnoliifolia 17.85280000000 -97.19280000000 1966 168 706
ANTERIOR Quercus magnoliifolia 17.55000000000 -96.93330000000 1801 173 713
ANTERIOR Quercus magnoliifolia 17.94210000000 -97.87010000000 0 0 0
ANTERIOR Quercus magnoliifolia 17.92220000000 -97.86110000000 0 0 0
ANTERIOR Quercus magnoliifolia 18.10670000000 -97.65170000000 1806 173 643
ANTERIOR Quercus magnoliifolia 17.33330000000 -98.00000000000 1839 185 1105
ANTERIOR Quercus magnoliifolia 16.83800000000 -96.36890000000 1910 164 763
ANTERIOR Quercus magnoliifolia 17.56670000000 -98.16670000000 1801 191 939
ANTERIOR Quercus magnoliifolia 17.93330000000 -97.86670000000 0 0 0
ANTERIOR Quercus magnoliifolia 17.34500000000 -96.94830000000 1993 175 768
ANTERIOR Quercus magnoliifolia 18.16360000000 -97.60330000000 0 0 0
ANTERIOR Quercus magnoliifolia 17.73330000000 -97.93330000000 2001 181 796
ANTERIOR Quercus magnoliifolia 17.26670000000 -96.78330000000 1971 171 769
ANTERIOR Quercus magnoliifolia 17.51810000000 -97.91160000000 2001 178 892
ANTERIOR Quercus magnoliifolia 16.93330000000 -96.85000000000 2064 177 814
ANTERIOR Quercus magnoliifolia 17.25000000000 -96.98330000000 2001 173 809
ANDRES Quercus martinezii 16.33440000000 -96.31860000000 1626 193 572
ANDRES Quercus martinezii 16.36420000000 -96.20610000000 2241 147 1258
ANDRES Quercus martinezii 16.28500000000 -96.05280000000 1873 170 994
ANDRES Quercus martinezii 16.24970000000 -96.00170000000 2163 152 1298
ANDRES Quercus martinezii 16.25360000000 -95.95030000000 1814 178 988
ANTERIOR Quercus martinezii 16.20000000000 -95.95000000000 1226 198 1110
ANTERIOR Quercus martinezii 16.25000000000 -95.96670000000 2183 153 1288
ANDRES Quercus martinezii 16.20080000000 -97.13100000000 1601 200 1277
ANDRES Quercus martinezii 16.20170000000 -96.91350000000 1976 180 1170
ANDRES Quercus martinezii 16.25640000000 -96.99920000000 2106 172 1258
ANDRES Quercus martinezii 16.20190000000 -96.91780000000 1957 180 1170
ANDRES Quercus martinezii 16.20500000000 -96.90750000000 2056 171 1278
ANTERIOR Quercus martinezii 16.02080000000 -96.87290000000 635 241 1378
ANTERIOR Quercus martinezii 16.20000000000 -96.96670000000 1820 188 1112
ANDRES Quercus microphylla 18.02940000000 -97.27330000000 2238 144 717
ANDRES Quercus microphylla 17.50390000000 -97.29210000000 2201 164 584
ANDRES Quercus microphylla 17.47780000000 -97.53470000000 2201 158 782
ANDRES Quercus microphylla 17.52000000000 -97.49030000000 2244 161 730
ANDRES Quercus microphylla 17.96890000000 -97.33690000000 2385 145 655
ANDRES Quercus microphylla 17.50240000000 -97.47100000000 2201 157 767
ANDRES Quercus microphylla 17.50080000000 -97.45760000000 2201 159 739
ANDRES Quercus microphylla 17.72780000000 -97.51220000000 2201 157 646
ANTERIOR Quercus microphylla 17.72160000000 -97.59180000000 2001 163 683
ANDRES Quercus obtusata 17.90420000000 -97.28000000000 2169 148 633
ANDRES Quercus obtusata 17.82560000000 -97.33920000000 2201 149 625
ANDRES Quercus obtusata 17.89830000000 -97.23640000000 2397 138 884
ANDRES Quercus obtusata 18.07000000000 -97.33690000000 2261 143 676
ANDRES Quercus obtusata 18.00510000000 -97.28390000000 2161 143 730
ANDRES Quercus obtusata 17.53530000000 -96.95270000000 2003 168 706
ANDRES Quercus obtusata 17.35470000000 -96.94490000000 2001 172 755
ANDRES Quercus obtusata 16.25640000000 -96.99920000000 2106 172 1258
ANDRES Quercus obtusata 17.49120000000 -97.35460000000 2288 152 777
ANDRES Quercus obtusata 16.95280000000 -97.93530000000 986 231 1506
ANDRES Quercus obtusata 17.59000000000 -97.40220000000 2601 146 853
ANDRES Quercus obtusata 16.87570000000 -96.50620000000 2416 149 947
ANDRES Quercus obtusata 16.64670000000 -96.39750000000 1893 174 636
ANDRES Quercus obtusata 16.26470000000 -95.94390000000 1686 168 1093
ANTERIOR Quercus obtusata 17.96670000000 -97.46670000000 1837 180 619
ANTERIOR Quercus obtusata 17.50000000000 -97.48330000000 2213 160 739
ANTERIOR Quercus obtusata 17.86670000000 -97.53330000000 2601 139 818
ANTERIOR Quercus obtusata 17.86700000000 -97.53300000000 2601 139 818
ANDRES Quercus obtusata 17.13060000000 -96.21860000000 1801 163 1287
ANDRES Quercus obtusata 17.08420000000 -96.09810000000 2001 151 1558
ANDRES Quercus obtusata 17.90620000000 -96.92130000000 1554 204 1264
ANDRES Quercus obtusata 17.92010000000 -96.91660000000 1185 199 1340
ANDRES Quercus obtusata 17.94940000000 -96.88760000000 1278 218 1568
ANDRES Quercus obtusata 17.90920000000 -96.88300000000 1855 172 1264
ANDRES Quercus obtusata 17.70640000000 -96.70890000000 1588 182 1248
ANDRES Quercus obtusata 17.79550000000 -96.93300000000 1201 219 885
ANDRES Quercus obtusata 17.24490000000 -96.20720000000 1202 190 1325
ANTERIOR Quercus obtusata 17.42000000000 -96.82000000000 1402 205 627
ANDRES Quercus obtusata 17.07570000000 -96.73060000000 1601 200 673
ANDRES Quercus obtusata 17.10610000000 -96.68690000000 1789 195 656
ANDRES Quercus obtusata 18.00060000000 -97.34110000000 2397 138 789
ANDRES Quercus obtusata 18.06780000000 -97.32440000000 2603 128 1014
ANDRES Quercus obtusata 17.85320000000 -96.84240000000 2395 134 1438
ANDRES Quercus obtusata 17.94890000000 -96.83810000000 1734 159 1328
ANDRES Quercus obtusata 17.91020000000 -96.86740000000 2041 147 1221
ANDRES Quercus obtusata 17.73710000000 -96.83550000000 2239 151 1023
ANDRES Quercus obtusata 17.59480000000 -96.94780000000 1424 193 640
ANDRES Quercus obtusata 17.37740000000 -96.92580000000 2201 163 723
ANDRES Quercus obtusata 17.27940000000 -96.99420000000 2001 169 776
ANDRES Quercus obtusata 17.03750000000 -96.96360000000 2598 154 802
ANDRES Quercus obtusata 17.44560000000 -96.48670000000 2775 118 2118
ANDRES Quercus obtusata 17.27530000000 -97.84080000000 2178 159 1172
ANDRES Quercus obtusata 17.30470000000 -97.88390000000 2232 162 1176
ANDRES Quercus obtusata 17.27910000000 -97.85190000000 2034 166 1166
ANDRES Quercus obtusata 17.38360000000 -97.79890000000 2199 165 1016
ANDRES Quercus obtusata 17.33860000000 -97.72330000000 2112 167 1011
ANDRES Quercus obtusata 17.30190000000 -98.11140000000 2001 179 1349
ANDRES Quercus obtusata 17.29910000000 -98.11060000000 2045 169 1316
ANDRES Quercus obtusata 17.29140000000 -98.03060000000 2001 176 1305
ANDRES Quercus obtusata 17.26250000000 -97.98600000000 2403 151 1382
ANDRES Quercus obtusata 17.32860000000 -97.98030000000 2185 174 1207
ANDRES Quercus obtusata 17.33890000000 -97.96830000000 2402 158 1240
ANDRES Quercus obtusata 17.40940000000 -97.95030000000 2201 169 1082
ANDRES Quercus obtusata 17.33840000000 -97.97080000000 2376 162 1215
ANDRES Quercus obtusata 17.28310000000 -97.11470000000 2001 173 888
ANDRES Quercus obtusata 17.55080000000 -97.38220000000 2392 155 749
ANDRES Quercus obtusata 17.49160000000 -97.35080000000 2210 161 677
ANDRES Quercus obtusata 17.27310000000 -96.94780000000 1801 178 806
ANDRES Quercus obtusata 17.59190000000 -97.52960000000 2401 150 816
ANDRES Quercus obtusata 17.54140000000 -97.52010000000   2401 155 797
ANDRES Quercus obtusata 17.04250000000 -96.26150000000 2050 152 1137
ANDRES Quercus obtusata 17.06920000000 -96.25310000000 1610 159 1103
ANTERIOR Quercus obtusata 17.30470000000 -97.82970000000 1801 184 882
ANTERIOR Quercus obtusata 17.30460000000 -98.02730000000 1801 188 1173
ANTERIOR Quercus obtusata 17.09170000000 -96.25830000000 1807 165 1099
ANTERIOR Quercus obtusata 18.10670000000 -97.65170000000 1806 173 643
ANTERIOR Quercus obtusata 17.31670000000 -97.86670000000 2035 174 1121
ANTERIOR Quercus obtusata 17.26670000000 -98.00000000000 2060 175 1329
ANTERIOR Quercus obtusata 17.29810000000 -98.12340000000 2158 166 1332
ANTERIOR Quercus obtusata 17.26000000000 -97.88170000000 2151 167 1216
ANTERIOR Quercus obtusata 17.39830000000 -97.70330000000 2203 165 936
ANTERIOR Quercus obtusata 17.40000000000 -97.95000000000 2211 167 1097
ANTERIOR Quercus obtusata 17.42670000000 -97.77000000000 2401 159 981
ANDRES Quercus obtusata 17.33360000000 -96.59660000000 2340 152 956
ANDRES Quercus obtusata 17.01960000000 -96.65680000000 1975 162 782
ANTERIOR Quercus obtusata 17.34000000000 -96.94000000000 1948 177 772
ANTERIOR Quercus obtusata 17.34630000000 -96.93870000000 2001 176 768
ANDRES Quercus obtusata 17.90780000000 -96.92190000000 1567 168 1094
ANDRES Quercus obtusata 17.25560000000 -96.49140000000 2005 153 945
ANTERIOR Quercus obtusata 17.00830000000 -96.34170000000 2352 148 1072
ANTERIOR Quercus obtusata 17.00000000000 -96.33330000000 2213 148 1080
ANTERIOR Quercus obtusata 17.01670000000 -96.98330000000 2422 156 778
ANTERIOR Quercus obtusata 17.10330000000 -95.88670000000 2371 129 1882
ANDRES Quercus obtusata 17.92290000000 -96.93140000000 1276 192 1267
ANDRES Quercus obtusata 17.71530000000 -96.70440000000 1768 172 1196
ANDRES Quercus obtusata 17.22880000000 -96.39280000000 2498 131 1409
ANDRES Quercus obtusata 17.04660000000 -96.09350000000 1801 160 1519
ANTERIOR Quercus obtusata 17.22320000000 -96.41650000000 2201 149 1092
