ID Seccion Especie pca_1 pca_2
107 Quercus microphylla -2.680381022657122 -0.4040560300405331
108 Quercus obtusata -2.6382207833651585 -0.565748385089921
109 Quercus obtusata -3.4903988066049902 0.23141336659154108
110 Quercus polymorpha 8.2673646506311 6.659145272469249
111 Quercus sebifera -1.3303555309739443 -1.422679433567773
112 Quercus sebifera -1.3821279014150243 -1.4025495857418773
113 Lobatae grahamii -3.4903988066049902 0.23141336659154108
114 Lobatae grahamii -2.6382207833651585 -0.565748385089921
115 Lobatae sapotiifolia 10.562940390643867 3.08954723381377
116 Lobatae sapotiifolia 9.559384783719423 0.9756029838658997
117 Lobatae sartorii 8.2673646506311 6.659145272469249
118 Quercus glaucescens 10.940396034780163 4.235374435881606
119 Quercus glaucoides -2.292158395218439 -1.2073837461497157
120 Quercus glaucoides -2.849183891877953 -1.031194811594217
121 Quercus glaucoides 2.224130055279615 0.01133004972734629
122 Quercus glaucoides 0.5722309237448377 -3.5857502987026137
123 Quercus glaucoides 1.647064971879277 2.466807342185626
124 Quercus insignis 6.969194195301484 3.9993702868645284
125 Quercus magnoliifolia 6.969194195301484 3.9993702868645284
126 Quercus magnoliifolia 0.6268177768063536 -3.863274271442432
127 Quercus magnoliifolia 0.5722309237448377 -3.5857502987026137
128 Quercus magnoliifolia 0.911270775263631 -3.856927300631377
129 Quercus microphylla -3.229475709726878 -0.5110057382464672
130 Quercus obtusata -0.906773904910165 -2.0016918745701524
131 Quercus oleoides 6.969194195301484 3.9993702868645284
132 Quercus oleoides 7.763776479314565 3.2095321201407985
133 Quercus oleoides 9.080915670890201 0.4040432738360572
134 Lobatae candicans 4.954173395217471 4.828274915611572
135 Lobatae candicans 1.647064971879277 2.466807342185626
136 Lobatae candicans 2.075904527193071 4.07519275462778
137 Lobatae castanea -1.6029087471045207 -0.6759333300092222
138 Lobatae castanea -2.337902816268527 -1.1888562985889766
139 Lobatae crassifolia 4.954173395217471 4.828274915611572
140 Lobatae crassifolia -1.0394716997324573 -2.236345821922686
141 Lobatae elliptica 4.954173395217471 4.828274915611572
142 Lobatae ocoteifolia 3.0907155491709903 2.890719484560622
143 Lobatae pinnativenulosa 4.954173395217471 4.828274915611572
144 Lobatae sapotiifolia 9.453243236614355 0.7358868781934135
145 Lobatae sapotiifolia 10.940396034780163 4.235374435881606
146 Lobatae sartorii 1.3573105877097085 3.8575292425233307
147 Quercus glaucescens 11.247975616258124 4.3787101094702034
148 Quercus glaucoides -1.0754389929729036 -2.2827231803482513
149 Quercus glaucoides 0.23681714752501332 -3.4239117533718115
150 Quercus lancifolia 4.507098500872566 3.587408645295681
151 Quercus magnoliifolia -0.47700728860964203 2.138596965361428
152 Quercus magnoliifolia 1.0024517487648958 1.6251524693021921
153 Quercus magnoliifolia 2.8820150220985945 1.9526309129691233
154 Quercus magnoliifolia 0.23681714752501332 -3.4239117533718115
155 Quercus obtusata 4.175071263819461 0.09706116545026458
156 Quercus obtusata 1.0024517487648958 1.6251524693021921
157 Lobatae acutifolia 1.0024517487648958 1.6251524693021921
158 Lobatae castanea 1.0024517487648958 1.6251524693021921
159 Lobatae castanea -0.47700728860964203 2.138596965361428
160 Lobatae castanea -2.5727616992076503 -1.5890959295293023
161 Lobatae conzattii 1.0024517487648958 1.6251524693021921
162 Lobatae grahamii -2.8398300324133077 -0.8302137447722935
163 Lobatae sapotiifolia 11.247975616258124 4.3787101094702034
164 Lobatae scytophylla -0.6507886579888267 1.8714690284986495
165 Quercus glaucoides 2.3451354703932474 0.03798979403714124
166 Quercus glaucoides 2.9695353980638477 -4.816138545333144
167 Quercus glaucoides 2.6519897544054234 -4.69351559814867
168 Quercus laeta -2.7846203536478797 -0.818316753463605
169 Quercus magnoliifolia 0.5952682581161162 0.21924962280886975
170 Quercus magnoliifolia 1.7525017601825243 0.03508325943725195
171 Quercus magnoliifolia 2.2329127049300355 -0.3392227943178863
172 Quercus magnoliifolia -0.09582068499205239 0.2086259722344812
173 Quercus magnoliifolia 2.9695353980638477 -4.816138545333144
174 Quercus magnoliifolia 0.014012318367639727 -3.172875577632154
175 Quercus magnoliifolia -0.08554046738335218 -3.1648950487091065
176 Quercus obtusata -3.116872277643617 -0.3103261518881409
177 Quercus obtusata -0.0900253652431057 0.2062238969809901
178 Quercus obtusata 3.460096284891532 -0.279151796379193
179 Quercus obtusata -0.8192498088897481 1.0476668909929396
180 Quercus obtusata -0.6950495362012515 0.9850212466622528
181 Quercus obtusata -0.09582068499205239 0.2086259722344812
182 Quercus obtusata 2.667116998352965 -0.25614842302327184
183 Quercus polymorpha 0.02781507172260125 -1.457240125040359
184 Quercus sebifera 0.5952682581161162 0.21924962280886975
185 Quercus sebifera -2.7846203536478797 -0.818316753463605
186 Lobatae candicans -0.798003264228953 1.0404491831863416
187 Lobatae candicans -1.063389055661791 1.4535766516468995
188 Lobatae castanea -0.09582068499205239 0.2086259722344812
189 Lobatae castanea 0.5977860046955994 0.21892273681967908
190 Lobatae crassifolia 0.41174516469277667 0.6365467261293772
191 Lobatae elliptica 0.5964674002067416 0.22010680436839683
192 Lobatae grahamii -2.5529388199908265 -0.7585635829869202
193 Lobatae grahamii -1.488650900567111 -0.7088079076229299
194 Lobatae grahamii -2.7846203536478797 -0.818316753463605
195 Lobatae scytophylla 0.35605915106884156 0.35222627986999777
196 Lobatae scytophylla -0.798003264228953 1.0404491831863416
197 Lobatae scytophylla -0.8192498088897481 1.0476668909929396
198 Lobatae trinitatis -1.8756516612198306 2.6218937420860873
199 Lobatae trinitatis -1.3362622562864386 2.2852445417623506
200 Quercus frutex -2.5765605096772846 -1.0693681285019225
201 Quercus glaucoides -2.6728166775318583 -1.1056177710014032
202 Quercus glaucoides -2.7323959174163983 -0.9457848500872057
203 Quercus laeta -2.7382126308735786 -0.3346064380997623
204 Quercus magnoliifolia 2.675489174908086 -0.7808922969615076
205 Quercus magnoliifolia -0.73331386022045 -2.958637813468529
206 Quercus obtusata -3.2149763453888167 0.44096553158504864
207 Quercus obtusata -3.735362201986488 -0.05297757317428885
208 Quercus obtusata -3.7353301071911846 -0.05285206010786462
209 Quercus oleoides 10.913235545250334 7.7835771376247695
210 Quercus polymorpha 1.9973315285518527 -2.7776891483870405
211 Quercus sebifera -2.852533955205751 -0.35923631383150045
212 Quercus sebifera -2.5765605096772846 -1.0693681285019225
213 Lobatae candicans 0.6095685183606593 0.4950152270358551
214 Lobatae castanea -2.6228057600793235 -0.61751886750726
215 Lobatae conzattii 0.6095685183606593 0.4950152270358551
216 Lobatae grahamii -1.486849822051852 -0.80288058534948
217 Lobatae sapotiifolia 10.913235545250334 7.7835771376247695
218 Quercus glaucescens 8.876695566799018 5.375127613015773
219 Quercus glaucescens 11.736548186228399 6.857599853414674
220 Quercus glaucoides -0.9388702121100526 -1.280067727092392
221 Quercus glaucoides -1.1532033581266201 -0.9069635342356007
222 Quercus glaucoides 0.951811904432706 -2.2415227288002697
223 Quercus laeta -1.1532033581266201 -0.9069635342356007
224 Quercus laeta -1.7336236319753748 -1.0092392406242747
225 Quercus laeta -2.266256782179857 -0.7798083062365813
226 Quercus laeta -2.3722622191672063 -0.5847198361293104
227 Quercus magnoliifolia -1.5258351218520414 -1.0169279625415821
228 Quercus obtusata -2.04348313687662 1.9594157606864995
229 Quercus oleoides 9.57916774465232 0.5707508397680096
230 Lobatae castanea -2.646082488045992 -0.22173335105134315
231 Lobatae castanea -2.903197059727849 -1.1451644801217788
232 Lobatae castanea -3.6628836994431593 0.015655869693912798
233 Lobatae conzattii -2.266256782179857 -0.7798083062365813
234 Lobatae conzattii -3.0280279975516504 -1.0007380720419528
235 Lobatae depressa -2.04348313687662 1.9594157606864995
236 Lobatae depressa -2.3249926926850835 2.983833046014609
237 Lobatae sapotiifolia 8.876695566799018 5.375127613015773
238 Quercus deserticola -2.6744449214723067 -0.8674190431348713
239 Quercus deserticola -3.286398969022482 -0.8490608979515178
240 Quercus glaucoides -1.259246694632102 -2.5467035974293752
241 Quercus glaucoides 0.4074677733654205 -3.53193524839835
242 Quercus laeta -2.8598399843102413 -1.1285317171381228
243 Quercus magnoliifolia 0.4074677733654205 -3.53193524839835
244 Quercus obtusata -2.9344667209554673 -0.9870423419494502
245 Quercus oleoides 9.567771435530439 0.6806806239938409
246 Lobatae castanea -0.9268358617912402 -1.1487390942454332
247 Lobatae castanea -1.128288543627269 -1.061911907814243
248 Lobatae castanea -2.9703339848032675 -0.9543728981032896
249 Lobatae grahamii -1.1047375118123564 -1.0715520207170801
250 Lobatae grahamii -1.2019595428547685 -0.9351608533551587
251 Lobatae nixoniana -2.2701977431120097 3.875291106282642
252 Quercus deserticola -3.087088748778484 -1.0550280781958081
253 Quercus frutex -3.275154433798836 -0.7798832321028117
254 Quercus glaucescens 7.956450050602382 5.150432176062186
255 Quercus glaucescens 9.696023627412815 5.457040089856731
256 Quercus glaucoides 0.2441924717276616 -3.579017826681154
257 Quercus laeta -1.1546061469567932 -1.1229873411698228
258 Quercus laeta -2.529391889334572 -1.4186835102341107
259 Quercus magnoliifolia -0.9183137648396659 -2.3369044567777566
260 Quercus obtusata 2.1415378571942134 -1.5217544491287363
261 Quercus sebifera -2.956504109567079 -1.0341524041621062
262 Lobatae acutifolia -1.1370698892993167 1.0498945704445966
263 Lobatae castanea -1.1370698892993167 1.0498945704445966
264 Lobatae castanea -2.957507244819042 -1.0353945184884912
265 Lobatae castanea -2.9572706489300087 -1.0352797513805303
266 Lobatae conzattii -2.872866656319468 -1.1242369017783012
267 Lobatae elliptica -3.010105093198726 -1.1101926031894243
268 Quercus corrugata -1.5073141313795693 2.200424117406447
269 Quercus glaucescens 6.318392183680813 3.7218420143432676
270 Quercus glaucescens 11.630377277654022 7.171335398228371
271 Quercus glaucescens 12.121627675790421 7.107884267549907
272 Quercus glaucoides -0.008025430244956182 -3.437152194809807
273 Quercus liebmannii 0.5512969904354916 -3.6550223482204443
274 Quercus magnoliifolia 0.33055410992255646 -3.61150555050424
275 Quercus magnoliifolia 0.37860268702811223 -3.5181352033041495
276 Quercus obtusata -2.0419347528906044 0.974505153741316
277 Quercus oleoides 12.010418792073233 7.050091660250567
278 Quercus sebifera -2.9915422525061444 -0.726966326102843
279 Lobatae affinis -1.9151254115626453 2.5004267302519363
280 Lobatae castanea -0.22880770232707962 -3.0110680407677415
281 Lobatae castanea -0.008025430244956182 -3.437152194809807
282 Lobatae castanea -2.570875875895888 -0.4396362573926765
283 Lobatae conzattii -0.008025430244956182 -3.437152194809807
284 Lobatae elliptica 6.316102942045049 3.7232164468927302
285 Lobatae elliptica 7.6471225785253285 3.613180771264465
286 Lobatae elliptica 6.318392183680813 3.7218420143432676
287 Lobatae elliptica 5.469379823687477 3.523460852207713
288 Lobatae elliptica 5.581448701269326 3.432677502186193
289 Lobatae elliptica -1.9151254115626453 2.5004267302519363
290 Lobatae grahamii -0.04452127118514057 -3.265670334284958
291 Lobatae nixoniana -1.5073141313795693 2.200424117406447
292 Lobatae nixoniana -1.9151254115626453 2.5004267302519363
293 Lobatae nixoniana -1.9670900532527864 2.9141827270365654
294 Lobatae nixoniana -1.4667376930322105 2.1857360653387654
295 Lobatae sapotiifolia 12.121627675790421 7.107884267549907
296 Quercus deserticola -2.3129017075670046 -1.580023337882958
297 Quercus frutex -2.3129017075670046 -1.580023337882958
298 Quercus frutex -2.80504614916396 -0.2289008517721787
299 Quercus glaucoides 2.673466540584944 0.3772907246749551
300 Quercus glaucoides -0.3316926429967597 -3.12130121251151
301 Quercus glaucoides -2.3391116890799166 -1.5671831935625335
302 Quercus glaucoides -2.6450820299996862 -0.5502503464057591
303 Quercus glaucoides -2.019580871712963 -1.754775876714222
304 Quercus greggii -2.768570806526764 -0.505454953736721
305 Quercus greggii -2.80504614916396 -0.2289008517721787
306 Quercus laeta -2.885879054564738 0.3240818165034373
307 Quercus liebmannii -0.6403591475127248 -2.8970290380114343
308 Quercus liebmannii -0.883623766937967 -2.801218929387644
309 Quercus magnoliifolia -1.3309987619126478 -2.4476419709447508
310 Quercus magnoliifolia -1.3065850305417173 -2.444422638659821
311 Quercus microphylla -2.7978219496543426 -1.0854841841425487
312 Quercus microphylla -2.1316242454748298 -1.708596400947191
313 Quercus obtusata 1.2032204225864587 0.5583976419675281
314 Quercus obtusata -0.25558681443346 0.8123277308250755
315 Quercus obtusata 2.6851829519442707 0.3720140092925696
316 Lobatae acutifolia 0.018869923674880343 -0.7201194020848908
317 Lobatae acutifolia 1.433181991471012 0.30281808371891167
318 Lobatae acutifolia -0.6854350723122454 1.2412510198917328
319 Lobatae castanea -2.7194641137149214 -1.1459357105068213
320 Lobatae castanea -2.747186685562607 -1.1517309886449751
321 Lobatae castanea -2.8436456299291852 -1.0297095536720098
322 Lobatae crassifolia 1.968243515628376 0.774699933950696
323 Lobatae elliptica 0.049776043149852185 0.8767393434422356
324 Lobatae grahamii -0.8872871835277335 -2.7993911315895836
325 Lobatae grahamii -2.613803497287688 -1.4589628201503493
326 Lobatae grahamii -2.6735140753802713 -0.486000497441485
327 Lobatae scytophylla 1.968243515628376 0.774699933950696
328 Lobatae scytophylla -0.49352724198552855 1.3805507748207222
329 Lobatae scytophylla -0.3591913957433831 1.461689812922545
330 Quercus corrugata -0.8457036542953449 3.1051304783944143
331 Quercus corrugata -0.8654643356465361 3.111660423913344
332 Quercus corrugata -0.27790738292331274 2.821810670722672
333 Quercus corrugata -0.22220398081358628 2.8013360036273722
334 Quercus corrugata -0.8299582366887952 3.0995287815165065
335 Quercus corrugata -1.3445808188908936 3.115231743938731
336 Quercus corrugata -2.3197763716068294 4.137238528391167
337 Quercus deserticola -3.0679578696312455 -0.7905431165891701
338 Quercus glaucoides 1.566379130800324 0.08038792508955016
339 Quercus glaucoides 0.5422315499542009 -3.7109076087489337
340 Quercus glaucoides -1.0986549060821496 3.133658159108967
341 Quercus laeta -2.8997004600165934 -0.2759471760335578
342 Quercus magnoliifolia 1.2856768367519595 -4.2210213132767445
343 Quercus oleoides 9.76291459049929 2.1524942189251495
344 Quercus sebifera -2.8235970581154803 -1.0202362122853192
345 Lobatae castanea -3.2752912889650037 -0.24556533312890777
346 Lobatae castanea -3.258966895553238 -0.34178624402395025
347 Lobatae crassipes -2.8872651665106766 -0.2800481573340332
348 Lobatae crassipes -2.968559252137939 -0.2703509463257535
349 Lobatae elliptica -0.9708278560952593 2.56535009381195
350 Lobatae grahamii 0.07895202277371144 -3.5909932283261647
351 Lobatae grahamii -2.8895460002984406 -0.2787324316200163
352 Lobatae grahamii -2.049437744107081 -1.7920393902977083
353 Lobatae grahamii 1.2057633259971836 -4.112091366515176
354 Lobatae grahamii -3.2752912889650037 -0.24556533312890777
355 Lobatae grahamii 0.7002573687537789 -3.6118648586582056
356 Lobatae nixoniana -0.027229627545411254 2.4043318809937033
357 Lobatae nixoniana 0.027032748545979826 2.5025686827480524
358 Lobatae ocoteifolia 2.0099957270126882 3.6903188302049252
359 Lobatae pinnativenulosa -0.27790738292331274 2.821810670722672
360 Lobatae pinnativenulosa 2.0099957270126882 3.6903188302049252
361 Lobatae pinnativenulosa 0.09615806628448555 2.476786830757973
362 Lobatae scytophylla -0.681745097717473 2.528247200405277
363 Lobatae trinitatis -0.8102912659846807 3.09230601465532
364 Quercus corrugata -2.2483171877400836 3.6830329381044904
365 Quercus deserticola -2.4556874797343218 -1.1961058797638229
366 Quercus frutex -2.9090180304491975 -0.27586611148799933
367 Quercus glaucoides 0.5876916611685833 -3.775759064720456
368 Quercus glaucoides -2.6891024464687256 -1.1644701206283965
369 Quercus greggii -2.4558600444840923 -1.1964066570473637
370 Quercus liebmannii 0.5876916611685833 -3.775759064720456
371 Quercus magnoliifolia -2.7929426974362794 -1.0030228328867319
372 Quercus oleoides 9.120601192111403 0.7357213159688951
373 Quercus polymorpha -2.5021276577447944 -1.1803139489522585
374 Quercus polymorpha 3.809987896073425 -4.431416282537476
375 Quercus sebifera -2.6891024464687256 -1.1644701206283965
376 Lobatae acutifolia -2.000225212183012 -1.0017938614329032
377 Lobatae acutifolia 1.3663111967743964 -3.945682373520922
378 Lobatae castanea -0.7567029955369835 -2.491390744121697
379 Lobatae castanea -2.6106244887714425 -1.3374122954286392
380 Lobatae castanea -2.548945058996793 -1.4488899956741692
381 Lobatae crassipes -2.9090180304491975 -0.27586611148799933
382 Lobatae crassipes -2.909284853271353 -0.27516390847448324
383 Lobatae crassipes -3.063717144245921 -0.21155546235696107
384 Lobatae crassipes -3.083520488287712 -0.18225166549856237
385 Lobatae depressa -2.909516426553104 -0.27505737689272874
386 Lobatae elliptica -0.6457866233188426 2.3835293463259744
387 Lobatae trinitatis -1.5990063398580316 3.3621461523236253
388 Lobatae trinitatis -2.2409146606961508 4.112732011911704
389 Quercus deserticola -3.2275270423090885 -0.0076104911613800175
390 Quercus glaucoides -0.5806314648302465 -2.5733919515499855
391 Quercus glaucoides 1.2244889729408266 -4.173629310304914
392 Quercus glaucoides -2.599104248126004 -1.22181018012611
393 Quercus macdougallii -2.2538411672568572 6.174555950753015
394 Quercus magnoliifolia -2.791770032704438 -1.0620501131406328
395 Quercus polymorpha 0.8719074375300202 -2.454574961724244
396 Quercus segoviensis -2.446461867250217 4.062957970604853
397 Lobatae acutifolia -0.11014171092829193 -3.3991228127671715
398 Lobatae candicans -0.8472979970096045 2.2671745668214456
399 Lobatae castanea -3.2275270423090885 -0.0076104911613800175
400 Lobatae crassifolia -0.9306719979658316 2.29877797837824
401 Lobatae ocoteifolia -0.8472979970096045 2.2671745668214456
402 Lobatae ocoteifolia -2.446461867250217 4.062957970604853
403 Lobatae ocoteifolia -2.1641894611977297 7.040734184492973
404 Quercus corrugata -1.6215204777024563 3.3399308212725267
405 Quercus corrugata -0.41994829715523857 4.118008303303618
406 Quercus corrugata -0.7111583947421432 3.366915879443062
407 Quercus deserticola -3.444015782490346 0.7513193816217738
408 Quercus glabrescens -1.609275512155211 2.4636914807017747
409 Quercus glabrescens -0.07822553146110518 1.1824645850635946
410 Quercus glaucoides -1.609275512155211 2.4636914807017747
411 Quercus laeta -2.9909315982076534 -0.363447784372127
412 Quercus laeta -3.1084870482067046 0.06404343689532492
413 Quercus laeta -2.889527277394608 -0.8265614812993687
414 Quercus macdougallii -2.2150626733257277 7.171398995301745
415 Quercus macdougallii -2.2308048736025867 6.774802961863851
416 Quercus macdougallii -2.3991768862716722 5.775373720128035
417 Quercus magnoliifolia -3.062214584141317 -0.1787682189460754
418 Quercus magnoliifolia -0.25553088922188655 -1.9265139264753357
419 Quercus magnoliifolia -0.20875695163861957 -3.1578879759125495
420 Quercus obtusata -3.444015782490346 0.7513193816217738
421 Quercus obtusata 0.5426451987082083 -2.264410867757657
422 Quercus obtusata -2.990966754451043 -0.6253737227874018
423 Quercus polymorpha -2.20178439810818 -0.9230850809462406
424 Quercus polymorpha 0.6908188185778512 0.7439202852420892
425 Quercus rugosa -1.609275512155211 2.4636914807017747
426 Quercus rugosa -1.8990711399848168 3.5299211337961647
427 Quercus rugosa -3.3362795193849464 0.4595000507399508
428 Quercus rugosa -3.062214584141317 -0.1787682189460754
429 Lobatae acutifolia -2.9939566553672323 -0.15814228656061818
430 Lobatae acutifolia -2.889527277394608 -0.8265614812993687
431 Lobatae acutifolia -1.5702297564913879 2.4481443206701856
432 Lobatae acutifolia -1.609275512155211 2.4636914807017747
433 Lobatae acutifolia -1.14247028029923 2.202431285146543
434 Lobatae acutifolia -0.07822553146110518 1.1824645850635946
435 Lobatae acutifolia -0.744003052164993 1.6543688872697462
436 Lobatae acutifolia -0.14520384821296664 1.2971045655855777
437 Lobatae acutifolia -0.5096607672795586 2.3093370095240022
438 Lobatae candicans -0.07822553146110518 1.1824645850635946
439 Lobatae candicans -0.5244247162723085 1.8038596225144408
440 Lobatae castanea 0.6908188185778512 0.7439202852420892
441 Lobatae castanea -0.7945484449191036 -2.7748034092637677
442 Lobatae castanea -2.9939566553672323 -0.15814228656061818
443 Lobatae castanea -2.9909315982076534 -0.363447784372127
444 Lobatae castanea -2.8959645272142738 -0.6429003047375191
445 Lobatae castanea -3.0227031404292855 -0.2973428811003344
446 Lobatae castanea -3.0002510801628497 -0.41558064714317783
447 Lobatae castanea -2.889527277394608 -0.8265614812993687
448 Lobatae castanea -3.444015782490346 0.7513193816217738
449 Lobatae conzattii 0.6908188185778512 0.7439202852420892
450 Lobatae conzattii -1.5702297564913879 2.4481443206701856
451 Lobatae crassifolia -0.744003052164993 1.6543688872697462
452 Lobatae crassifolia -1.14247028029923 2.202431285146543
453 Lobatae crassifolia -2.9054310000212706 -0.39542994540684334
454 Lobatae crassipes -0.5244247162723085 1.8038596225144408
455 Lobatae delgadoana -0.5936086712088482 3.4419210986459334
456 Lobatae elliptica -0.14520384821296664 1.2971045655855777
457 Lobatae grahamii -2.9939566553672323 -0.15814228656061818
458 Lobatae grahamii -3.0964799271598045 -0.13822683600706406
459 Lobatae laurina -1.6789378542749067 3.97962488543612
460 Lobatae ocoteifolia -2.2746999461361206 4.8115323399438354
461 Lobatae ocoteifolia -1.886234056227787 9.122962355504653
462 Lobatae trinitatis -0.5936086712088482 3.4419210986459334
463 Quercus deserticola -2.733187788499503 -0.8216596651723186
464 Quercus deserticola -2.7801084168118506 -0.9329116236134423
465 Quercus frutex -2.9660947179458095 -0.4321973199577282
466 Quercus glabrescens -1.294740021828943 2.4110553607502174
